index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	तत्र		तत्र	तत्र{अव्य}	तत्र{अव्य}	देशाधिकरणम्,2.2	देशाधिकरणम्,10.1#देशाधिकरणम्,7.1#देशाधिकरणम्,5.1#देशाधिकरणम्,2.2	NA	वहाँ	वहाँ
2.1	रावण-		--	रावण	रावण	तृतीया_तत्पुरुष,2.2	तृतीया_तत्पुरुष,2.2	CP	रावण-	रावण-
2.2	पालिताम्		--	पालि{तल्;स्त्री;2;एक}/पालिता{स्त्री;2;एक(पाल्1;क्त;चुरादिः)}	पालिता{स्त्री;2;एक(पाल्1;क्त;चुरादिः)}	विशेषणम्,4.1	विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,7.1#विशेषणम्,6.2#विशेषणम्,4.1#विशेषणम्,3.1#कर्म,10.1#कर्म,5.1	N2	पालित	पालित
3.1	लङ्कां		--	लङ्का{स्त्री;2;एक}	लङ्का{स्त्री;2;एक}	विशेषणम्,4.1	विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,7.1#विशेषणम्,6.2#विशेषणम्,4.1#कर्म,10.1#कर्म,5.1	N2	लङ्का	लङ्का
4.1	पुरीं		--	पुरी{स्त्री;2;एक}	पुरी{स्त्री;2;एक}	कर्म,5.1	विशेषणम्,9.1#कर्म,10.1#कर्म,5.1	N2	पुरी	पुरी
5.1	समासाद्य		--	सम्_आङ्_षद्1{अव्य;णिजन्त;ल्यप्;भ्वादिः}	सम्_आङ्_षद्1{अव्य;णिजन्त;ल्यप्;भ्वादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1	NA	भेज_कर	भेज_कर
6.1	अशोक-		--	अशोक	अशोक	कर्मधारय,6.2	कर्मधारय,6.2	CP	अशोक-	अशोक-
6.2	वनिकां		--	वनिका{स्त्री;2;एक}	वनिका{स्त्री;2;एक}	कर्म,7.1	विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,7.1#कर्म,10.1#कर्म,8.1#गतिकर्म,7.1	N2	छोटी_जंग_को	छोटी_जंग_को
7.1	गताम्		--	गता{स्त्री;2;एक(गम्1;क्त;भ्वादिः)}	गता{स्त्री;2;एक(गम्1;क्त;भ्वादिः)}	कर्म,8.1	विशेषणम्,9.1#विशेषणम्,8.1#कर्म,10.1#कर्म,8.1	N2		
8.1	ध्यायन्तीम्		--	ध्यायन्ती{स्त्री;2;एक(ध्यै1;शतृ_लट्;भ्वादिः)}	ध्यायन्ती{स्त्री;2;एक(ध्यै1;शतृ_लट्;भ्वादिः)}	विशेषणम्,9.1	विशेषणम्,9.1#विशेषणम्,7.1#विशेषणम्,6.2#विशेषणम्,4.1#विशेषणम्,3.1#विशेषणम्,2.2#कर्म,10.1	N2	ध्यान_करतीं_हुईं	ध्यान_करतीं_हुईं
9.1	सीतां		--	सीता{स्त्री;2;एक}	सीता{स्त्री;2;एक}	कर्म,10.1	कर्म,10.1	N2	सीता_को	सीता_को
10.1	ददर्श		--	दृश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/दृश्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}	दृश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}		-	KP	देखा	देखा
11.1	.		-	-	-	-	-	FS	-	-

