index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	चित्रकूटं		चित्रकूटं	चित्रकूट{पुं;2;एक}	चित्रकूट{पुं;2;एक}	कर्म,2.1	कर्म,11.1#कर्म,10.1#कर्म,9.1#भ्कर्म,2.1	N2		
2.1	गते		गते	गति{स्त्री;8;एक}/गत{पुं;7;एक(गम्1;क्त;भ्वादिः)}/गत{नपुं;7;एक(गम्1;क्त;भ्वादिः)}	गत{पुं;7;एक(गम्1;क्त;भ्वादिः)}	भावलक्षणसप्तमी_पूर्वकालः,9.1	अधिकरणम्,9.1#विशेषणम्,3.1#भावलक्षणसप्तमी_पूर्वकालः,11.1#भावलक्षणसप्तमी_पूर्वकालः,9.1#सम्बोध्यः,11.1#सम्बोध्यः,9.1	N7	गया_हुआ	गया_हुआ
3.1	रामे		रामे	रामा{स्त्री;8;एक}/राम{पुं;7;एक}	राम{पुं;7;एक}	अधिकरणम्,2.1	अधिकरणम्,11.1#अधिकरणम्,10.1#अधिकरणम्,9.1#अधिकरणम्,2.1#सम्बोध्यः,11.1#सम्बोध्यः,9.1	N7	राम_में	राम_में
4.1	पुत्र-		पुत्र-शोक-आतुरः	पुत्र	पुत्र	षष्ठी-तत्पुरुष,4.2	षष्ठी-तत्पुरुष,4.2	CP	पुत्र-	पुत्र-
4.2	शोक-		--	शोक	शोक	तृतीया-तत्पुरुष,4.3	तृतीया-तत्पुरुष,4.3	CP	शोक-	शोक-
4.3	आतुरः		--	आतुर{पुं;1;एक}	आतुर{पुं;1;एक}	विशेषणम्,7.1	विशेषणम्,10.1#विशेषणम्,7.1#विशेषणम्,6.1#कर्ता,9.1	N1	आतुर	आतुर
5.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	क्रियाविशेषणम्,9.1	क्रियाविशेषणम्,11.1#क्रियाविशेषणम्,9.1	NA	और	और
6.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	विशेषणम्,7.1	कर्ता,9.1#अभेदः,7.1	N1	राजा	राजा
7.1	दशरथः		दशरथः	दशरथ{पुं;1;एक}	दशरथ{पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	दशरथ1	दशरथ1
8.1	स्वर्गं		स्वर्गं	स्वर्ग{पुं;2;एक}	स्वर्ग{पुं;2;एक}	कर्म,9.1	कर्म,11.1#कर्म,10.1#कर्म,9.1	N2	स्वर्ग	स्वर्ग
9.1	जगाम		जगाम	गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/गम्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}	गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,7.1;सकर्मक	-	KP	गया	गया
10.1	विलपन्		विलपन्	विलपत्{पुं;1;एक(वि_लप्1;शतृ_लट्;भ्वादिः)}	विलपत्{पुं;1;एक(वि_लप्1;शतृ_लट्;भ्वादिः)}	वर्तमानसमानकालः,9.1	वर्तमानसमानकालः,9.1#कर्ता,9.1	N1	विलाप_करता_हुआ	विलाप_करता_हुआ
11.1	सुतम्		सुतम्	षु2{कर्तरि;लोट्;म;द्वि;परस्मैपदी;अदादिः}/सुत{पुं;2;एक}/सुत{नपुं;1;एक}/सुत{नपुं;2;एक}	सुत{पुं;2;एक}	कर्म,10.1	कर्म,10.1#कर्म,9.1#कर्ता,9.1#विशेषणम्,8.1#विशेषणम्,1.1	N2	पुत्र_को	पुत्र_को
12.1	.		.	-	-	-	-	FS	-	-

