index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,7.1	विशेषणम्,5.1#विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,7.1#कर्ता,5.1#कर्ता,2.1#कर्म,2.1	N1	वह	वह
2.1	रक्षिता		रक्षिता	रक्ष्1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भ्वादिः}/रक्ष्1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)}/रक्षिता{स्त्री;1;एक(रक्ष्1;क्त;भ्वादिः)}	रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)}	समुच्चितः,5.1	विशेषणम्,5.1#सुप्_समुच्चितः,5.1#कर्ता_बे_वेर्ब्स्,7.1#कर्ता,5.1#विधेय_विशेषणम्,1.1	N1	चौकीदार	चौकीदार
3.1	जीव-		जीव-लोकस्य	जीव	जीव	षष्ठी-तत्पुरुष,3.2	षष्ठी-तत्पुरुष,3.2	CP	जीव-	जीव-
3.2	लोकस्य		--	लोक{पुं;6;एक}/लोक{नपुं;6;एक}	लोक{पुं;6;एक}	षष्ठीसम्बन्धः,2.1	षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,2.1#विशेषणम्,4.1	N6	लोक_का	लोक_का
4.1	धर्मस्य		धर्मस्य	धर्म{पुं;6;एक}	धर्म{पुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,2.1	N6	धर्म_का	धर्म_का
5.1	परिरक्षिता		परिरक्षिता	परि_रक्ष्1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भ्वादिः}/परि_रक्ष्1{कर्मणि{लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/परिरक्षितृ{पुं;1;एक(परि_रक्ष्1;तृच्;भ्वादिः)}/परिरक्षिता{स्त्री;1;एक(परि_रक्ष्1;क्त;भ्वादिः)}	परिरक्षितृ{पुं;1;एक(परि_रक्ष्1;तृच्;भ्वादिः)}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,7.1#कर्ता,2.1#कर्म,2.1#विधेय_विशेषणम्,1.1#समुच्चितः,2.1	N1		
6.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.1	सुप्_समुच्चय_द्योतकः,5.1#समुच्चय_द्योतकः,2.1#सम्बन्धः,5.1	NA	च2	च2
7.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	-	KP	है	है
8.1	.		.	-	-	-	-	FS	-	-

