index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,5.1	विशेषणम्,3.2#विशेषणम्,2.2#सुप्_समुच्चितः,3.2#कर्ता_बे_वेर्ब्स्,5.1	N1	वह	वह
2.1	गूढ-		गूढ-जत्रुः	गूढ(गुह्1;क्त;भ्वादिः)	गूढ(गुह्1;क्त;भ्वादिः)	षष्ठी-बहुव्रीहि,2.2	षष्ठी-बहुव्रीहि,2.2	CP		
2.2	जत्रुः		--	जत्रु{पुं;1;एक}	जत्रु{पुं;1;एक}	समुच्चितः,3.2	विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,3.2#कर्ता_बे_वेर्ब्स्,5.1	N1	जत्रु	जत्रु
3.1	अरिन्-		अरिन्-दमः	अरिन्	अरिन्	उपपद-तत्पुरुष,3.2	उपपद-तत्पुरुष,3.2	CP	अरिन्-	अरिन्-
3.2	दमः		--	दम{पुं;1;एक}	दम{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,2.2#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,5.1	N1	आत्मनियंत्रण	आत्मनियंत्रण
4.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.2	सुप्_समुच्चय_द्योतकः,3.2#सम्बन्धः,3.2	NA	और	और
5.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	-	KP	है	है
6.1	.		.	-	-	-	-	FS	-	-

