index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	जनकस्य		जनकस्य	जनक{पुं;6;एक}	जनक{पुं;6;एक}	षष्ठीसम्बन्धः,2.1	षष्ठीसम्बन्धः,5.2#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,2.1	N6	जनक_के	जनक_के
2.1	कुले		कुले	कुलि{पुं;8;एक}/कुल{नपुं;7;एक}	कुल{नपुं;7;एक}	अधिकरणम्,3.1	अधिकरणम्,8.1#अधिकरणम्,3.1#सम्बोध्यः,8.1#सम्बोध्यः,3.1	N7	कुल_में	कुल_में
3.1	जाता		जाता	जाता{स्त्री;1;एक(जन्2;क्त;दिवादिः)}	जाता{स्त्री;1;एक(जन्2;क्त;दिवादिः)}	विशेषणम्,4.1	विशेषणम्,7.1#विशेषणम्,5.2#विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,8.1	N1	उत्पन्न_की_हुई	उत्पन्न_की_हुई
4.1	सा		सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	कर्ता,8.1	विशेषणम्,7.1#विशेषणम्,5.2#विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,8.1	N1	वह	वह
5.1	देव-		देव-माया	देव	देव	षष्ठी-तत्पुरुष,5.2	षष्ठी-तत्पुरुष,5.2	CP	देव-	देव-
5.2	माया		--	माया{स्त्री;1;एक}	माया{स्त्री;1;एक}	उपमानम्,4.1	विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#उपमानम्,4.1#कर्ता_बे_वेर्ब्स्,8.1	N1	माया	माया
6.1	इव		इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,5.2	उपमान_द्योतकः,5.2	NA	जैसे	जैसे
7.1	निर्मिता		निर्मिता	निर्मिता{स्त्री;1;एक}	निर्मिता{स्त्री;1;एक}	विधेय_विशेषणम्,5.2	विधेय_विशेषणम्,5.2#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,8.1	N1	निर्मित	निर्मित
8.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,4.1	-	KP	है	है
9.1	.		.	-	-	-	-	FS	-	-
