index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1#सम्बन्धः,3.1#कार्य_द्योतकः,11.1#कार्य_द्योतकः,3.1#अपादानम्,11.1	NA	वहाँ_से	वहाँ_से
2.1	प्रीत-		प्रीत-मनाः	प्रीत(प्री2;क्त;क्र्यादिः)	प्रीत(प्री2;क्त;क्र्यादिः)	षष्ठी-बहुव्रीहि,2.2	षष्ठी-बहुव्रीहि,2.2	CP		
2.2	मनाः		--	मन{पुं;8;बहु}/मन{पुं;1;बहु}/मना{स्त्री;8;बहु}/मना{स्त्री;1;बहु}/मना{स्त्री;2;बहु}/मनस्{पुं;1;एक}	मनस्{पुं;1;एक}	विशेषणम्,5.1	विशेषणम्,8.2#विशेषणम्,6.2#विशेषणम्,5.1#विशेषणम्,4.1#कर्ता,11.1#कर्म,11.1#कर्म,3.1#सम्बोध्यः,11.1#सम्बोध्यः,3.1	N1	मनस्	मनस्
3.1	तेन		तेन	तद्{सर्वनाम;पुं;3;एक}/तद्{सर्वनाम;नपुं;3;एक}/तन्1{कर्तरि;लिट्;म;बहु;परस्मैपदी;तनादिः}	तद्{सर्वनाम;पुं;3;एक}	कर्ता,4.1	कर्ता,4.1#करणम्,11.1#हेतुः,11.1#हेतुः,4.1	N3	उसके_द्वारा	उसके_द्वारा
4.1	विश्वस्तः		विश्वस्तः	विश्वस्त{पुं;1;एक(वि_श्वस्1;क्त;अदादिः)}	विश्वस्त{पुं;1;एक(वि_श्वस्1;क्त;अदादिः)}	विशेषणम्,5.1	विशेषणम्,8.2#विशेषणम्,6.2#विशेषणम्,5.1#कर्ता,11.1	N1	विश्वस्त	विश्वस्त
5.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,11.1	विशेषणम्,8.2#विशेषणम्,6.2#कर्ता,11.1	N1	वह	वह
6.1	महा-		महा-कपिः	महा}/महत्	महा	कर्मधारय,6.2	कर्मधारय,6.2	CP	महा-	महा-
6.2	कपिः		--	कपि{पुं;1;एक}	कपि{पुं;1;एक}	विशेषणम्,8.2	विशेषणम्,8.2#कर्ता,11.1	N1	बंदर	बंदर
7.1	तदा		--	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,11.1	कालाधिकरणम्,11.1	NA	तब	तब
8.1	राम-		--	राम	राम	तृतीया-तत्पुरुष,8.2	तृतीया-तत्पुरुष,8.2	CP	राम-	राम-
8.2	सहितः		--	सहित{पुं;1;एक}/सहितृ{पुं;8;एक}/सहितृ{नपुं;8;एक}/सहितृ{नपुं;1;एक}/सहितृ{नपुं;2;एक}/सहितृ{स्त्री;8;एक}	सहित{पुं;1;एक}	सहार्थः,11.1	सहार्थः,11.1	N1	साथ	साथ
9.1	किष्किन्धां		--	किष्किन्धा{स्त्री;2;एक}	किष्किन्धा{स्त्री;2;एक}	विशेषणम्,10.1	विशेषणम्,10.1#कर्म,11.1	N2	किष्किन्धा	किष्किन्धा
10.1	गुहां		--	गुहा{स्त्री;2;एक}	गुहा{स्त्री;2;एक}	कर्म,11.1	कर्म,11.1	N2	गुफा	गुफा
11.1	जगाम		--	गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/गम्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}	गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,5.1;सकर्मक	-	KP	गया	गया
12.1	च		--	च{अव्य}	च{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1	NA	च1	च1
13.1	.		-	-	-	-	-	FS	-	-

