index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	राघव-		राघव-प्रत्ययार्थं	राघव	राघव	-	-	CP	राघव-	राघव-
1.2	प्रत्ययार्थं		--	प्रत्यय{अव्य;अर्थम्}	प्रत्यय{अव्य;अर्थम्}		-	NA		
2.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.2	सम्बन्धः,1.2	NA	तो	तो
3.1	दुन्दुभेः		दुन्दुभेः	दुन्दुभि{पुं;5;एक}/दुन्दुभि{पुं;6;एक}	दुन्दुभि{पुं;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#तुलना_बिन्दुः,5.1#हेतुः5,6.1	N6	कृष्ण_के	कृष्ण_के
4.1	कायम्		कायम्	काय{पुं;2;एक}/काय{नपुं;1;एक}/काय{नपुं;2;एक}	काय{पुं;2;एक}	कर्म,6.1	कर्म,6.1#प्रयोजककर्ता,6.1	N2	शरीर	शरीर
5.1	उत्तमम्		उत्तमम्	उत्तम{पुं;2;एक}/उत्तम{नपुं;1;एक}/उत्तम{नपुं;2;एक}	उत्तम{पुं;2;एक}	विशेषणम्,4.1	विशेषणम्,8.3#विशेषणम्,4.1#कर्म,6.1#प्रयोजककर्ता,6.1	N2	अच्छे	अच्छे
6.1	दर्शयामास		दर्शयामास	दृश्1{णिजन्त;कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}/दृश्1{णिजन्त;कर्तरि;लिट्;उ;एक;आत्मनेपदी;भ्वादिः}/दृश्1{णिजन्त;कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/दृश्1{णिजन्त;कर्तरि;लिट्;प्र;एक;आत्मनेपदी;भ्वादिः}/दृश्1{णिजन्त;कर्तरि;लिट्;म;बहु;परस्मैपदी;भ्वादिः}/दृश्1{णिजन्त;कर्तरि;लिट्;म;बहु;आत्मनेपदी;भ्वादिः}	दृश्1{णिजन्त;कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,7.1;सकर्मक	-	KP	दिखाया	दिखाया
7.1	सुग्रीवः		सुग्रीवः	सुग्रीव{पुं;1;एक}	सुग्रीव{पुं;1;एक}	प्रयोजककर्ता,6.1	प्रयोजककर्ता,6.1	N1	सुग्रीव	सुग्रीव
8.1	महा-		महा-पर्वत-संनिभम्	महा}/महत्	महा	कर्मधारय,8.2	कर्मधारय,8.2	CP	महा-	महा-
8.2	पर्वत-		--	पर्वत	पर्वत	षष्ठी-बहुव्रीहि,8.3	षष्ठी-बहुव्रीहि,8.3	CP	पर्वत-	पर्वत-
8.3	संनिभम्		--	सन्निभ{पुं;2;एक}/सन्निभ{नपुं;1;एक}/सन्निभ{नपुं;2;एक}	सन्निभ{पुं;2;एक}	विशेषणम्,4.1	विशेषणम्,5.1#विशेषणम्,4.1#कर्म,6.1#प्रयोजककर्ता,6.1	N2	सन्निभ	सन्निभ
9.1	.		.	-	-	-	-	FS	-	-

