index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सीता		सीता	सीता{स्त्री;1;एक}	सीता{स्त्री;1;एक}	कर्ता,3.1	गतिकर्ता,3.1	N1	सीता	सीता
2.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,1.1	सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1	NA	भी	भी
3.1	अनुगता		अनुगता	अनुग{तल्;स्त्री;1;एक}/अनुगता{स्त्री;1;एक(अनु_गम्1;क्त;भ्वादिः)}	अनुगता{स्त्री;1;एक(अनु_गम्1;क्त;भ्वादिः)}		उपमानम्,1.1#सुप्_समुच्चितः,1.1	N1	अनुसरण_किया_हुआ	अनुसरण_किया_हुआ
4.1	रामं		रामं	राम{पुं;2;एक}	राम{पुं;2;एक}	कर्म,3.1	गतिकर्म,3.1	N2	राम_का	राम_का
5.1	शशिनं		शशिनं	शशिन्{पुं;2;एक}	शशिन्{पुं;2;एक}	उपमानम्,4.1	विशेषणम्,4.1#उपमानम्,4.1#गतिकर्म,3.1	N2	चाँद_को	चाँद_को
6.1	रोहिणी		रोहिणी	रोहिणी{स्त्री;1;एक}	रोहिणी{स्त्री;1;एक}	उपमानम्,1.1	विशेषणम्,1.1#उपमानम्,3.1#उपमानम्,1.1#सुप्_समुच्चितः,1.1#गतिकर्ता,3.1	N1	रोहिणी	रोहिणी
7.1	इव		इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,6.1	उपमान_द्योतकः,6.1	NA	जैसे	जैसे
8.1	.		.	-	-	-	-	FS	-	-

