index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	मही-		मही-पतिः	मही	मही	षष्ठी-तत्पुरुष,1.2	षष्ठी-तत्पुरुष,1.2	CP	मही-	मही-
1.2	पतिः		--	पति{पुं;1;एक}	पति{पुं;1;एक}	विशेषणम्,2.1	सुप्_समुच्चितः,13.1#कर्ता,20.1#अभेदः,2.1	N1	पति	पति
2.1	दशरथः		दशरथः	दशरथ{पुं;1;एक}	दशरथ{पुं;1;एक}	कर्ता,20.1	सुप्_समुच्चितः,13.1#कर्ता,20.1	N1	दशरथ_ने	दशरथ_ने
3.1	तम्		तम्	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	समुच्चितः,13.1	विशेषणम्,15.1#विशेषणम्,13.1#विशेषणम्,12.1#विशेषणम्,11.1#विशेषणम्,10.1#विशेषणम्,7.1#विशेषणम्,5.2#विशेषणम्,4.3#सुप्_समुच्चितः,13.1#कर्म,20.1#कर्म,19.1#कर्म,13.1	N2	उसको	उसको
4.1	एवं-		एवं-गुण-सम्पन्नं	एवं	एवं	कर्मधारय,4.2	कर्मधारय,4.2	CP	एवं-	एवं-
4.2	गुण-		--	गुण	गुण	तृतीया-तत्पुरुष,4.3	तृतीया-तत्पुरुष,4.3	CP	गुण-	गुण-
4.3	सम्पन्नं		--	सम्पन्न{पुं;2;एक(सम्_पद्1;क्त;दिवादिः)}/सम्पन्न{नपुं;1;एक(सम्_पद्1;क्त;दिवादिः)}/सम्पन्न{नपुं;2;एक(सम्_पद्1;क्त;दिवादिः)}	सम्पन्न{पुं;2;एक(सम्_पद्1;क्त;दिवादिः)}	विशेषणम्,5.2	विशेषणम्,13.1#विशेषणम्,12.1#विशेषणम्,11.1#विशेषणम्,10.1#विशेषणम्,7.1#विशेषणम्,5.2#कर्म,20.1#कर्म,19.1#कर्म,13.1#विशेषणम्,15.1	N2	सम्पन्न	सम्पन्न
5.1	सत्य-		--	सत्य	सत्य	षष्ठी-बहुव्रीहि,5.2	षष्ठी-बहुव्रीहि,5.2	CP	सत्य-	सत्य-
5.2	पराक्रमम्		--	पराक्रम{पुं;2;एक}/पराक्रम{नपुं;1;एक}/पराक्रम{नपुं;2;एक}	पराक्रम{पुं;2;एक}	समुच्चितः,13.1	विशेषणम्,13.1#विशेषणम्,12.1#विशेषणम्,11.1#विशेषणम्,10.1#विशेषणम्,7.1#सुप्_समुच्चितः,13.1#कर्म,20.1#कर्म,19.1#कर्म,13.1#विशेषणम्,15.1	N2	पराक्रम_को	पराक्रम_को
6.1	ज्येष्ठ-		--	ज्येष्ठ	ज्येष्ठ	कर्मधारय,6.2	कर्मधारय,6.2	CP	ज्येष्ठ-	ज्येष्ठ-
