index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	प्रहृष्ट-		प्रहृष्ट-मुदितः	प्रहृष्ट(प्र_हृष्2;क्त;दिवादिः)	प्रहृष्ट(प्र_हृष्2;क्त;दिवादिः)	तृतीया-तत्पुरुष,1.2	तृतीया-तत्पुरुष,1.2	CP		
1.2	मुदितः		--	मुदित{पुं;1;एक}	मुदित{पुं;1;एक}	विशेषणम्,2.1	विधेय_विशेषणम्,5.2#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,6.1	N1	मुदित	मुदित
2.1	लोकः		लोकः	लोक{पुं;1;एक}	लोक{पुं;1;एक}	कर्ता,6.1	कर्ता_बे_वेर्ब्स्,6.1	N1	लोक	लोक
3.1	तुष्टः		तुष्टः	तुष्{अव्य;तसिल्}/तुष्ट{पुं;1;एक(तुष्1;क्त;दिवादिः)}	तुष्ट{पुं;1;एक(तुष्1;क्त;दिवादिः)}	विशेषणम्,2.1	विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.2#विशेषणम्,5.2#विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,6.1#हेतुः5,6.1#हेतुः5,1.1	N1	प्रसन्न	प्रसन्न
4.1	पुष्टः		पुष्टः	पुष्ट{पुं;1;एक}	पुष्ट{पुं;1;एक}	विशेषणम्,2.1	विधेय_विशेषणम्,5.2#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.2#कर्ता_बे_वेर्ब्स्,6.1	N1	पुष्ट	पुष्ट
5.1	सु-		सु-धार्मिकः	सु	सु	कर्मधारय,5.2	कर्मधारय,5.2	CP	सु-	सु-
5.2	धार्मिकः		--	धार्मिक{पुं;1;एक}	धार्मिक{पुं;1;एक}	विधेय_विशेषणम्,2.1	विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.2#कर्ता_बे_वेर्ब्स्,6.1	N1	धार्मिक	धार्मिक
6.1	भविष्यति		भविष्यति	भू1{कर्तरि;लृट्;प्र;एक;परस्मैपदी;भ्वादिः}/भविष्यत्{पुं;7;एक}/भविष्यत्{नपुं;7;एक}	भू1{कर्तरि;लृट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,2.1	अधिकरणम्,3.1#अधिकरणम्,1.1	KP	होगा	होगा
7.1	.		.	-	-	-	-	FS	-	-

