index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	तस्य		तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,4.1	N6	उसकी	उसकी
2.1	अभिषेक-		अभिषेक-सम्भारान्	अभिषेक	अभिषेक	षष्ठी-तत्पुरुष,2.2	षष्ठी-तत्पुरुष,2.2	CP	अभिषेक-	अभिषेक-
2.2	सम्भारान्		--	सम्भार{पुं;2;बहु}	सम्भार{पुं;2;बहु}	कर्म,3.1	मुख्यकर्म,12.1#कर्म,3.1#गौणकर्म,12.1	N2	संग्रह	संग्रह
3.1	दृष्ट्वा		दृष्ट्वा	दृश्1{अव्य;क्त्वा;भ्वादिः}	दृश्1{अव्य;क्त्वा;भ्वादिः}	पूर्वकालः,12.1	पूर्वकालः,12.1	NA	देख_कर	देख_कर
4.1	भार्या		भार्या	भार्या{स्त्री;1;एक}	भार्या{स्त्री;1;एक}	विशेषणम्,6.1	कर्ता,12.1#अभेदः,6.1	N1	पत्नी	पत्नी
5.1	अथ		अथ	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	ऐसा	ऐसा
6.1	कैकयी		कैकयी	कैकयी{स्त्री;1;एक}	कैकयी{स्त्री;1;एक}	कर्ता,12.1;कर्ता,3.1	कर्ता,12.1	N1	कैकयी_ने	कैकयी_ने
7.1	पूर्वं		पूर्वं	पूर्व{पुं;2;एक}/पूर्व{सर्वनाम;पुं;2;एक}/पूर्व{सर्वनाम;नपुं;1;एक}/पूर्व{सर्वनाम;नपुं;2;एक}	पूर्व{पुं;2;एक}	कालाधिकरणम्,8.1	विशेषणम्,10.1#मुख्यकर्म,12.1#कर्म,3.1#कालाधिकरणम्,12.1#कालाधिकरणम्,8.1#कालाधिकरणम्,3.1#अधिकरणम्_उप,12.1#अधिकरणम्_उप,8.1#कर्ता,12.1#विशेषणम्,11.1#गौणकर्म,12.1	N2	पूर्व_को	पूर्व_को
8.1	दत्त-		दत्त-वरा	दत्त(दा1;क्त;भ्वादिः)}/दत्त(दा3{क्त;जुहोत्यादिः)	दत्त(दा1;क्त;भ्वादिः)	चतुर्थी-बहुव्रीहि,8.2	चतुर्थी-बहुव्रीहि,8.2	CP		
8.2	वरा		--	वरा{स्त्री;1;एक}	वरा{स्त्री;1;एक}	विशेषणम्,6.1	विशेषणम्,9.1#विशेषणम्,6.1#विशेषणम्,4.1#कर्ता,12.1	N1	त्रिफला	त्रिफला
9.1	देवी		देवी	देवी{स्त्री;1;एक}	देवी{स्त्री;1;एक}	विशेषणम्,6.1	कर्ता,12.1#अभेदः,6.1	N1	देवी	देवी
10.1	वरम्		वरम्	वरम्{अव्य}/वर{पुं;2;एक}/वर{नपुं;1;एक}/वर{नपुं;2;एक}	वर{नपुं;2;एक}	कर्म,12.1	विशेषणम्,7.1#मुख्यकर्म,12.1#कर्म,3.1#कर्ता,12.1#विशेषणम्,11.1#गौणकर्म,12.1	N2	श्रेष्ठ_की	श्रेष्ठ_की
11.1	एनम्		एनम्	इदम्{सर्वनाम;पुं;2;एक}	इदम्{सर्वनाम;पुं;2;एक}	कर्म,12.1	विशेषणम्,10.1#विशेषणम्,7.1#मुख्यकर्म,12.1#कर्म,3.1#गौणकर्म,12.1	N2	इसकी	इसकी
12.1	अयाचत		अयाचत	याच्1{कर्तरि;लङ्;प्र;एक;आत्मनेपदी;भ्वादिः}/याच्1{कर्तरि;लङ्;म;बहु;परस्मैपदी;भ्वादिः}	याच्1{कर्तरि;लङ्;प्र;एक;आत्मनेपदी;भ्वादिः}	सकर्मक	-	KP	याचना_की	याचना_की
13.1	.		.	-	-	-	-	FS	-	-

