index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	रामः		रामः	राम{पुं;1;एक}	राम{पुं;1;एक}	-	-	N1	राम	राम
2.1	गुहेन		गुहेन	गुह{पुं;3;एक}	गुह{पुं;3;एक}	समुच्चितः,4.1	विशेषणम्,3.1#सुप्_समुच्चितः,4.1#सहार्थः,27.1#सहार्थः,22.1#सहार्थः,19.1#सहार्थः,16.1#सहार्थः,14.1#सहार्थः,12.1#सहार्थः,9.1#हेतुः,9.1	N3	गुह_से	गुह_से
3.1	लक्ष्मणेन		--	लक्ष्मण{पुं;3;एक}	लक्ष्मण{पुं;3;एक}	समुच्चितः,4.1	सुप्_समुच्चितः,4.1#सहार्थः,27.1#सहार्थः,22.1#सहार्थः,19.1#सहार्थः,16.1#सहार्थः,14.1#सहार्थः,12.1#सहार्थः,9.1#हेतुः,9.1	N3	लक्ष्मण_से	लक्ष्मण_से
4.1	सीतया		--	सीता{स्त्री;3;एक}	सीता{स्त्री;3;एक}	सहार्थः,9.1	सहार्थः,27.1#सहार्थः,22.1#सहार्थः,19.1#सहार्थः,16.1#सहार्थः,14.1#सहार्थः,12.1#सहार्थः,9.1#हेतुः,9.1	N3	सीता_से	सीता_से
5.1	च		--	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1	NA	और	और
6.1	सहितः		--	सहित{पुं;1;एक}/सहितृ{पुं;8;एक}/सहितृ{नपुं;8;एक}	सहित{पुं;1;एक}	सहार्थ_द्योतकः,4.1	सहार्थ_द्योतकः,7.1#सहार्थ_द्योतकः,4.1#सहार्थ_द्योतकः,3.1#सहार्थ_द्योतकः,2.1#विशेषणम्,24.1#सम्बन्ध_उप,9.1	N1	साथ	साथ
7.1	वनेन		--	वन{नपुं;3;एक}	वन{नपुं;3;एक}	करणम्?,9.1	सुप्_समुच्चितः,4.1#सहार्थः,27.1#सहार्थः,22.1#सहार्थः,19.1#सहार्थः,16.1#सहार्थः,14.1#सहार्थः,12.1#सहार्थः,9.1#करणम्,9.1#हेतुः,9.1	N3	वन_से	वन_से
8.1	वनं		--	वन{नपुं;1;एक}/वन{नपुं;2;एक}	वन{नपुं;2;एक}	कर्म,9.1	कर्म,9.1	N2	वन	वन
9.1	गत्वा		--	गम्1{अव्य;क्त्वा;भ्वादिः}	गम्1{अव्य;क्त्वा;भ्वादिः}	पूर्वकालः,27.1	पूर्वकालः,27.1	NA	जा_कर	जा_कर
10.1	बहु-		--	बहु	बहु	षष्ठी-बहुव्रीहि,10.2	षष्ठी-बहुव्रीहि,10.2	CP	बहु-	बहु-
10.2	उदकाः		--	उदक{पुं;8;बहु}/उदक{पुं;1;बहु}/उदका{स्त्री;8;बहु}/उदका{स्त्री;1;बहु}/उदका{स्त्री;2;बहु}	उदका{स्त्री;2;बहु}	विशेषणम्,11.1	विशेषणम्,22.1#विशेषणम्,20.3#विशेषणम्,11.1#कर्म,12.1#कर्ता,27.1#विशेषणम्,24.1#विशेषणम्,23.1	N2	उदका	उदका
11.1	नदीः		--	नदी{स्त्री;2;बहु}	नदी{स्त्री;2;बहु}	कर्म,12.1	कर्म,12.1	N2	नदियाँ	नदियाँ
12.1	तीर्त्वा		--	तॄ1{अव्य;क्त्वा;भ्वादिः}	तॄ1{अव्य;क्त्वा;भ्वादिः}	पूर्वकालः,27.1	पूर्वकालः,27.1	NA	तैर_कर	तैर_कर
13.1	चित्रकूटम्		--	चित्रकूट{पुं;2;एक}	चित्रकूट{पुं;2;एक}	कर्म,14.1	कर्म,14.1	N2	चित्रकूट_को	चित्रकूट_को
14.1	अनुप्राप्य		--	अनु_प्र_आप्1{अव्य;ल्यप्;स्वादिः}	अनु_प्र_आप्1{अव्य;ल्यप्;स्वादिः}	पूर्वकालः,27.1	पूर्वकालः,27.1	NA	प्राप्त_करके	प्राप्त_करके
15.1	भरद्वाजस्य		--	भरद्वाज{पुं;6;एक}	भरद्वाज{पुं;6;एक}	कर्ता,16.1	विशेषणम्,23.1#कर्ता,16.1#कर्म,16.1#षष्ठीसम्बन्धः,24.1#षष्ठीसम्बन्धः,23.1#षष्ठीसम्बन्धः,21.1#षष्ठीसम्बन्धः,20.3#षष्ठीसम्बन्धः,18.1	N6	भरद्वाज_के	भरद्वाज_के
16.1	शासनात्		--	शासन{नपुं;5;एक(शास्1;ल्युट्;अदादिः)}	शासन{नपुं;5;एक(शास्1;ल्युट्;अदादिः)}	हेतुः,19.1	हेतुः5,27.1#हेतुः5,22.1#हेतुः5,19.1	N5	शासन_से	शासन_से
17.1	रम्यम्		--	रम्य{पुं;2;एक}/रम्य{नपुं;1;एक}/रम्य{नपुं;2;एक}	रम्य{पुं;2;एक}	विशेषणम्,18.1	विशेषणम्,26.1#कर्म,22.1#कर्म,19.1#विशेषणम्,18.1	N2	रम्य	रम्य
18.1	आवसथं		--	आवसथ{पुं;2;एक}	आवसथ{पुं;2;एक}	कर्म,19.1	कर्म,22.1#कर्म,19.1	N2	आवसथ_को	आवसथ_को
19.1	कृत्वा		--	कृ2{अव्य;क्त्वा;स्वादिः}/कृ3{अव्य;क्त्वा;तनादिः}	कृ2{अव्य;क्त्वा;स्वादिः}	पूर्वकालः,27.1	पूर्वकालः,27.1	NA	मार_डाल_कर	मार_डाल_कर
20.1	देव-		--	देव	देव	इतरेतर-द्वन्द्व,20.2	इतरेतर-द्वन्द्व,20.2	CP	देव-	देव-
20.2	गन्धर्व-		--	गन्धर्व	गन्धर्व	बहुव्रीहि,20.3	बहुव्रीहि,20.3	CP	गन्धर्व-	गन्धर्व-
20.3	सङ्काशाः		--	सङ्काश{पुं;1;बहु}/सङ्काश{पुं;8;बहु}/सङ्काशा{स्त्री;8;बहु}/सङ्काशा{स्त्री;1;बहु}/सङ्काशा{स्त्री;2;बहु}	सङ्काशा{स्त्री;2;बहु}	कर्म,22.1	विशेषणम्,22.1#कर्म,22.1#कर्ता,27.1#विशेषणम्,27.1	N2	सङ्काशों_में	सङ्काशों_में
21.1	वने		--	वनि{पुं;8;एक}/वन{नपुं;7;एक}	वन{नपुं;7;एक}	अधिकरणम्,22.1	अधिकरणम्,27.1#अधिकरणम्,22.1	N7	वन_में	वन_में
22.1	रममाणाः		--	रममाण{पुं;1;बहु(रम्1;शानच्_लट्;कर्तरि;भ्वादिः)}/रममाणा{स्त्री;1;बहु(रम्1;शानच्_लट्;कर्तरि;भ्वादिः)}/रममाणा{स्त्री;2;बहु(रम्1;शानच्_लट्;कर्तरि;भ्वादिः)}	रममाण{पुं;1;बहु(रम्1;शानच्_लट्;कर्तरि;भ्वादिः)}	विशेषणम्,24.1	वर्तमानसमानकालः,27.1#कर्ता,27.1#विशेषणम्,24.1#विशेषणम्,23.1	N1		
23.1	ते		--	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;4;एक}/युष्मद्{सर्वनाम;6;एक}	तद्{सर्वनाम;पुं;1;बहु}	विशेषणम्,24.1	षष्ठीसम्बन्धः,24.1#षष्ठीसम्बन्धः,21.1#षष्ठीसम्बन्धः,20.3#षष्ठीसम्बन्धः,18.1#षष्ठीसम्बन्धः,17.1#षष्ठीसम्बन्धः,15.1#प्रयोजनम्1,27.1#विशेषणम्,24.1#कर्ता,27.1	N1	वे	वे
24.1	त्रयः		--	त्रि{संख्येयम्;पुं;1;बहु}/त्रय{पुं;1;एक}/त्रि{पुं;8;बहु}	त्रि{संख्येयम्;पुं;1;बहु}	कर्ता,27.1;कर्ता,19.1;कर्ता,14.1;कर्ता,12.1;कर्ता,9.1	कर्ता,27.1	N1	तीनों_ने	तीनों_ने
25.1	तत्र		--	तत्र{अव्य}	तत्र{अव्य}	देशाधिकरणम्,27.1	देशाधिकरणम्,27.1	NA	वहाँ	वहाँ
