index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,8.1	विशेषणम्,7.1#विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता,7.1#कर्ता,2.1#कर्म,7.1#कर्म,2.1	N1	वह	वह
2.1	रक्षिता		रक्षिता	रक्ष्1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भ्वादिः}/रक्ष्1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)}/रक्षिता{स्त्री;1;एक(रक्ष्1;क्त;भ्वादिः)}	रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)}	समुच्चितम्,7.1	कर्ता_बे_वेर्ब्स्,8.1#कर्ता,7.1#कर्म,7.1#विधेय_विशेषणम्,1.1#समुच्चितः,7.1	N1	चौकीदार	चौकीदार
3.1	स्वस्य		स्वस्य	स्व{पुं;6;एक}/स्व{नपुं;6;एक}/स्व{सर्वनाम;पुं;6;एक}/स्व{सर्वनाम;नपुं;6;एक}/सु_अस्3{अव्य{ल्यप्;दिवादिः}/सु_अस्1{अव्य{ल्यप्;भ्वादिः}/सु_अस्2{अव्य{ल्यप्;अदादिः}	स्व{पुं;6;एक}	षष्ठीसम्बन्धः,4.1	पूर्वकालः,7.1#पूर्वकालः,2.1#सुप्_समुच्चितः,5.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1#विशेषणम्,5.1#विशेषणम्,4.1	N6	अपना	अपना
4.1	धर्मस्य		धर्मस्य	धर्म{पुं;6;एक}	धर्म{पुं;6;एक}	षष्ठीसम्बन्धः,2.1	सुप्_समुच्चितः,5.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1	N6	धर्म_के	धर्म_के
5.1	स्व		स्व-जनस्य	स्व-	स्व-	षष्ठी-तत्पुरुष,5.2	षष्ठी-तत्पुरुष,5.2	CP	अपना_लोग_के	अपना_लोग_के
5.2	स्वजनस्य		स्वजनस्य	स्वजन{पुं;6;एक}	स्वजन{पुं;6;एक}	षष्ठीसम्बन्धः,7.1	षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1	N6	अपना_लोग_के	अपना_लोग_के
6.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,2.1	सुप्_समुच्चय_द्योतकः,5.1#समुच्चय_द्योतकः,7.1#सम्बन्धः,5.1	NA	च2	च2
7.1	रक्षिता		रक्षिता	रक्ष्1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भ्वादिः}/रक्ष्1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)}/रक्षिता{स्त्री;1;एक(रक्ष्1;क्त;भ्वादिः)}	रक्षितृ{पुं;1;एक(रक्ष्1;तृच्;भ्वादिः)}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता,2.1#कर्म,2.1#विधेय_विशेषणम्,1.1	N1	चौकीदार	चौकीदार
8.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,2.1	-	KP	है	है
9.1	.		.	-	-	-	-	FS	-	-
