index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1#कर्ता,7.1	N1	वह	वह
2.1	अभिगम्य		अभिगम्य	अभि_गम्1{अव्य;ल्यप्;भ्वादिः}	अभि_गम्1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1	NA	निकट_जा_कर	निकट_जा_कर
3.1	महात्मानं		महात्मानं	महात्मन्{पुं;2;एक}	महात्मन्{पुं;2;एक}	कर्म,2.1	विशेषणम्,5.1#कर्म,7.1#कर्म,4.1#कर्म,2.1	N2	महात्मा	महात्मा
4.1	कृत्वा		कृत्वा	कृ2{अव्य;क्त्वा;स्वादिः}/कृ3{अव्य;क्त्वा;तनादिः}	कृ2{अव्य;क्त्वा;स्वादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1	NA	मार_डाल_कर	मार_डाल_कर
5.1	रामं		रामं	राम{पुं;2;एक}	राम{पुं;2;एक}	कर्म,4.1	सन्दर्भ_बिन्दुः,6.1#कर्म,7.1#कर्म,4.1#कर्म,2.1	N2	राम_को	राम_को
6.1	प्रदक्षिणम्		प्रदक्षिणम्	प्रदक्षिण{नपुं;1;एक}/प्रदक्षिण{नपुं;2;एक}	प्रदक्षिण{नपुं;2;एक}	कर्म,4.1	कर्म,7.1#कर्म,4.1#कर्म,2.1#कर्ता,7.1	N2	प्रदक्षिण	प्रदक्षिण
7.1	न्यवेदयत्		न्यवेदयत्	नि_विद्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	नि_विद्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.1;सकर्मक	-	KP	निवेदन_किया	निवेदन_किया
8.1	अमेयात्मा		अमेयात्मा	अमेयात्मन्{पुं;1;एक}	अमेयात्मन्{पुं;1;एक}	कर्ता,7.1;कर्ता,4.1;कर्ता,2.1	कर्ता,7.1	N1	अमेयात्मन्_ने	अमेयात्मन्_ने
9.1	.		.	-	-	-	-	FS	-	-
