index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,6.1	विशेषणम्,4.3#विशेषणम्,3.2#सुप्_समुच्चितः,4.3#कर्ता_बे_वेर्ब्स्,6.1	N1	वह	वह
2.1	पीन-		पीन-वक्षः	पीन	पीन	षष्ठी-बहुव्रीहि,2.2	षष्ठी-बहुव्रीहि,2.2	CP	पीन-	पीन-
2.2	वक्षः		--	वक्षस्{नपुं;1;एक}/वक्षस्{नपुं;2;एक}/वक्षस्{नपुं;8;एक}/वक्षस्{पुं;8;एक}	वक्षस्{नपुं;1;एक}	समुच्चितः,4.3	सम्बोध्यः,6.1#विधेय_विशेषणम्,4.3#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,4.3#कर्ता_बे_वेर्ब्स्,6.1	N1	छाती	छाती
3.1	विशाल-		विशाल-अक्षः	विशाल	विशाल	षष्ठी-बहुव्रीहि,3.2	षष्ठी-बहुव्रीहि,3.2	CP	विशाल-	विशाल-
3.2	अक्षः		--	अक्ष{पुं;1;एक}	अक्ष{पुं;1;एक}	समुच्चितः,4.3	विधेय_विशेषणम्,4.3#विधेय_विशेषणम्,2.2#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,4.3#कर्ता_बे_वेर्ब्स्,6.1	N1	धुरा	धुरा
4.1	लक्ष्मीवान्		लक्ष्मीवान्	लक्ष्मी{मतुप्;पुं;1;एक}	लक्ष्मी	समुच्चितः,4.3	षष्ठी-बहुव्रीहि,4.2	CP	लक्ष्मीवान्-	लक्ष्मीवान्-
4.2	शुभ-		शुभ-लक्षणः	शुभ	शुभ	षष्ठी-बहुव्रीहि,4.3	षष्ठी-बहुव्रीहि,4.3	CP	शुभ-	शुभ-
4.3	लक्षणः		--	लक्षण{पुं;1;एक}	लक्षण{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,2.2#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,6.1	N1	लक्षण	लक्षण
5.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.3	सुप्_समुच्चय_द्योतकः,4.3#सम्बन्धः,4.3	NA	और	और
6.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	-	KP	है	है
7.1	.		.	-	-	-	-	FS	-	-

