index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,2.1	विशेषणम्,5.2#विशेषणम्,3.2#कर्ता,2.1	N1	उसने	उसने
2.1	अभ्यगच्छत्		अभ्यगच्छत्	अभि_गम्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभि_गम्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,1.1;सकर्मक	-	KP	निकट_गया	निकट_गया
3.1	महा-		महा-तेजाः	महा}/महत्	महत्	षष्ठी-बहुव्रीहि,3.2	षष्ठी-बहुव्रीहि,3.2	CP	महा-	महा-
3.2	तेजाः		--	तेजस्{पुं;1;एक}	तेजस्{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,5.2#विशेषणम्,1.1#कर्ता,2.1	N1	तेजस्	तेजस्
4.1	शबरीं		शबरीं	शबरी{स्त्री;2;एक}	शबरी{स्त्री;2;एक}	कर्म,2.1	कर्म,2.1	N2	शबरी_को	शबरी_को
5.1	शत्रु-		शत्रु-सूदनः	शत्रु	शत्रु	षष्ठी-बहुव्रीहि,5.2	षष्ठी-बहुव्रीहि,5.2	CP	शत्रु-	शत्रु-
5.2	सूदनः		--	सूदन{पुं;1;एक}	सूदन{पुं;1;एक}	विशेषणम्,1.1	विशेषणम्,3.2#विशेषणम्,1.1#कर्ता,2.1	N1	सूदन	सूदन
6.1	.		.	-	-	-	-	FS	-	-

