index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,6.1	विशेषणम्,4.2#विशेषणम्,3.2#विशेषणम्,2.2#सुप्_समुच्चितः,4.2#कर्ता_बे_वेर्ब्स्,6.1	N1	वह	वह
2.1	महा-		महा-बाहुः	महा}/महत्	महत्	षष्ठी-बहुव्रीहि,2.2	षष्ठी-बहुव्रीहि,2.2	CP	महा-	महा-
2.2	बाहुः		--	बाहु{पुं;1;एक}	बाहु{पुं;1;एक}	समुच्चितः,4.2	विधेय_विशेषणम्,4.2#विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,4.2#कर्ता_बे_वेर्ब्स्,6.1	N1	भुजा	भुजा
3.1	कम्बु-		कम्बु-ग्रीवः	कम्बु	कम्बु	षष्ठी-बहुव्रीहि,3.2	षष्ठी-बहुव्रीहि,3.2	CP	कम्बु-	कम्बु-
3.2	ग्रीवः		--	ग्रीव{पुं;1;एक}	ग्रीव{पुं;1;एक}	समुच्चितः,4.2	विधेय_विशेषणम्,4.2#विधेय_विशेषणम्,2.2#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,4.2#कर्ता_बे_वेर्ब्स्,6.1	N1	गर्दन	गर्दन
4.1	महा-		महा-हनुः	महा}/महत्	महत्	षष्ठी-बहुव्रीहि,4.2	षष्ठी-बहुव्रीहि,4.2	CP	महा-	महा-
4.2	हनुः		--	हनु{पुं;1;एक}/हनु{स्त्री;1;एक}	हनु{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,2.2#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,6.1	N1	ठोडी	ठोडी
5.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.2	सुप्_समुच्चय_द्योतकः,4.2#सम्बन्धः,4.2	NA	च2	च2
6.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,3.2	-	KP	है	है
7.1	.		.	-	-	-	-	FS	-	-
