index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,5.1	विशेषणम्,3.2#विशेषणम्,2.2#सुप्_समुच्चितः,3.2#कर्ता_बे_वेर्ब्स्,5.1	N1	वह	वह
2.1	महा-		महा-उरस्कः	महत्	महत्	षष्ठी-बहुव्रीहि,2.2	षष्ठी-बहुव्रीहि,2.2	CP	महा-	महा-
2.2	उरस्कः		--	उरस्क{पुं;1;एक}	उरस्क{पुं;1;एक}	समुच्चितः,3.2	विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,3.2#कर्ता_बे_वेर्ब्स्,5.1	N1	उरस्क	उरस्क
3.1	महा-		महा-ईष्वासः	महत्	महत्	षष्ठी-बहुव्रीहि,3.2	षष्ठी-बहुव्रीहि,3.2	CP	महा-	महा-
3.2	ईष्वासः		--	ईष्वास{पुं;1;एक}	ईष्वास{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,2.2#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,5.1	N1	ईष्वास	ईष्वास
4.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.2	सुप्_समुच्चय_द्योतकः,3.2#सम्बन्धः,3.2	NA	च2	च2
5.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	-	KP	है	है
6.1	.		.	-	-	-	-	FS	-	-

