index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	राघवः		राघवः	राघव{पुं;1;एक}	राघव{पुं;1;एक}	कर्ता,9.1	सुप्_समुच्चितः,2.1#कर्ता,9.1	N1	रघुवंशी	रघुवंशी
2.1	चातुर्वर्ण्यं		चातुर्वर्ण्यं	चातुर्वर्ण्य{नपुं;1;एक}/चातुर्वर्ण्य{नपुं;2;एक}	चातुर्वर्ण्य{नपुं;2;एक}	कर्म,9.1	कर्म,9.1#कर्म,4.1#कर्ता,9.1	N2	ब्राह्मण_क्षत्रिय_वैश्य_और_शूद्र_इन्_चार_वर्णों_का_समूह_की	ब्राह्मण_क्षत्रिय_वैश्य_और_शूद्र_इन्_चार_वर्णों_का_समूह_की
3.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,2.1	सुप्_समुच्चय_द्योतकः,2.1#सम्बन्धः,2.1	NA	च1	च1
4.1	लोके		लोके	लोक्1{कर्तरि;लट्;उ;एक;आत्मनेपदी;भ्वादिः}/लोक{पुं;7;एक}	लोक{पुं;7;एक}	अधिकरणम्,9.1	अधिकरणम्,9.1	N7	लोक_में	लोक_में
5.1	अस्मिन्		अस्मिन्	इदम्{सर्वनाम;पुं;7;एक}/इदम्{सर्वनाम;नपुं;7;एक}	इदम्{सर्वनाम;पुं;7;एक}	विशेषणम्,4.1	विशेषणम्,8.1#अधिकरणम्,9.1#अधिकरणम्,4.1#विशेषणम्,4.1	N7	इस	इस
6.1	स्वे		स्वे	स्व{पुं;7;एक}	स्वे{पुं;7;एक}	वीप्सा,7.1	वीप्सा,7.1	N6	अपने	अपने
7.1	स्वे		स्वे	स्व{पुं;7;एक}	स्व{पुं;7;एक}	विशेषणम्,8.1	षष्ठी,8.1	N6	अपने	अपने
8.1	धर्मे		धर्मे	धर्म{पुं;7;एक}/धर्म{नपुं;8;द्वि}/धर्म{नपुं;1;द्वि}/धर्म{नपुं;2;द्वि}/धर्म{नपुं;7;एक}/धर्मा{स्त्री;8;एक}/धर्मा{स्त्री;8;द्वि}/धर्मा{स्त्री;1;द्वि}/धर्मा{स्त्री;2;द्वि}	धर्म{पुं;7;एक}	अधिकरणम्,9.1	सुप्_समुच्चितः,2.1#कर्म,9.1#कर्म,4.1#सम्बोध्यः,9.1#सम्बोध्यः,4.1#विशेषणम्,5.1#अधिकरणम्,9.1#अधिकरणम्,4.1#विशेषणम्,4.1	N7	धर्म_में	धर्म_में
9.1	नियोक्ष्यति		नियोक्ष्यति	नि_युज्2{कर्तरि;लृट्;प्र;एक;परस्मैपदी;रुधादिः}	नि_युज्2{कर्तरि;लृट्;प्र;एक;परस्मैपदी;रुधादिः}	अभिहित_कर्ता,1.1;सकर्मक	-	KP	आज्ञा_करेगा	आज्ञा_करेगा
10.1	.		.	-	-	-	-	FS	-	-

