index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	श्रुत्वा		श्रुत्वा	श्रु1{अव्य;क्त्वा;भ्वादिः}	श्रु1{अव्य;क्त्वा;भ्वादिः}	पूर्वकालः,14.1	पूर्वकालः,14.1#पूर्वकालः,12.1#पूर्वकालः,8.1	NA	सुन_कर	सुन_कर
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	च1	च1
3.1	एतत्		एतत्	एतद्{सर्वनाम;नपुं;1;एक}/एतद्{सर्वनाम;नपुं;2;एक}	एतद्{सर्वनाम;नपुं;2;एक}	विशेषणम्,7.1	विशेषणम्,13.1#विशेषणम्,7.1#मुख्यकर्म,14.1#कर्म,11.1#कर्ता,14.1#कर्म,8.1	N2	यह	यह
4.1	त्रि-		त्रि-लोकज्ञः	त्रि	त्रि	द्विगु,4.2	द्विगु,4.2	CP	त्रि-	त्रि-
4.2	लोक		--	लोक	लोक	उपपद-तत्पुरुष,4.3	उपपद-तत्पुरुष,4.3	CP	लोक-	लोक-
4.3	ज्ञः		--	ज्ञ{पुं;1;एक}	ज्ञ{पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,12.1#विशेषणम्,7.1#विशेषणम्,6.1#कर्ता,14.1#कर्म,8.1	N1	लोकज्ञ	लोकज्ञ
5.1	वाल्मीकेः		वाल्मीकेः	वाल्मीकि{पुं;5;एक}/वाल्मीकि{पुं;6;एक}	वाल्मीकि{पुं;6;एक}	षष्ठीसम्बन्धः,7.1	षष्ठीसम्बन्धः,13.1#षष्ठीसम्बन्धः,7.1#हेतुः5,14.1#हेतुः5,12.1#हेतुः5,11.1#हेतुः5,8.1#अपादानम्,8.1#अपादानम्,1.1	N6	वाल्मीकि_का	वाल्मीकि_का
6.1	नारदः		नारदः	नारद{पुं;1;एक}	नारद{पुं;1;एक}	कर्ता,14.1;कर्ता,11.1;कर्ता,1.1	कर्ता,14.1#कर्म,8.1	N1	नारद_ने	नारद_ने
7.1	वचः		वचः	वच{पुं;1;एक}/वचस्{नपुं;1;एक}/वचस्{नपुं;2;एक}/वचस्{नपुं;8;एक}	वचस्{नपुं;1;एक}	कर्म,1.1	सम्बोध्यः,12.1#मुख्यकर्म,14.1#कर्मसमानाधिकरणम्,3.1#कर्म,11.1#कर्ता,14.1#कर्म,8.1#विशेषणम्,6.1	N1	वचन	वचन
8.1	श्रूयताम्		श्रूयताम्	श्रु1{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;भ्वादिः}	श्रु1{कर्मणि;लोट्;प्र;एक;आत्मनेपदी;भ्वादिः}	वाक्यकर्म,11.1	वाक्यकर्म,14.1#वाक्यकर्म,11.1	KP	सुने	सुने
9.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,8.1	वाक्यकर्म_द्योतकः,8.1	NA	ऐसा	ऐसा
10.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	च1	च1
11.1	आमन्त्र्य		आमन्त्र्य	आङ्_मत्र्1{अव्य;ल्यप्;चुरादिः}	आङ्_मत्र्1{अव्य;ल्यप्;चुरादिः}	पूर्वकालः,14.1	पूर्वकालः,14.1#पूर्वकालः,12.1#पूर्वकालः,8.1	NA	आमन्त्रित_करके	आमन्त्रित_करके
12.1	प्रहृष्टः		प्रहृष्टः	प्रहृष्ट{पुं;1;एक(प्र_हृष्2;क्त;दिवादिः)}	प्रहृष्ट{पुं;1;एक(प्र_हृष्2;क्त;दिवादिः)}	विशेषणम्,6.1	विशेषणम्,7.1#विशेषणम्,6.1#विशेषणम्,4.2#कर्ता,14.1#कर्म,8.1	N1	प्रसन्न	प्रसन्न
13.1	वाक्यम्		वाक्यम्	वाक्य{नपुं;1;एक}/वाक्य{नपुं;2;एक}	वाक्य{नपुं;2;एक}	कर्म,14.1	मुख्यकर्म,14.1#कर्मसमानाधिकरणम्,7.1#कर्मसमानाधिकरणम्,3.1#कर्म,11.1#कर्ता,14.1#कर्म,8.1	N2	वाक्य_को	वाक्य_को
14.1	अब्रवीत्		अब्रवीत्	ब्रू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	ब्रू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,6.1;सकर्मक	-	KP	कहा	कहा
15.1	.		.	-	-	-	-	FS	-	-

