index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,8.1;कर्ता,3.2	विशेषणम्,6.1#कर्ता,8.1	N1	उसने	उसने
2.1	कामम्		कामम्	कामम्{अव्य}/काम{पुं;2;एक}	काम{पुं;2;एक}	कर्म,3.2	कर्म,8.1#कर्म,6.1#कर्म,3.2	N2	काम	काम
3.1	अन्-		अन्-अवाप्य	अन्	अन्	नञ्-तत्पुरुष,3.2	नञ्-तत्पुरुष,3.2	CP	अन्-	अन्-
3.2	अवाप्य		--	अव_आप्1{अव्य;ल्यप्;स्वादिः}/अवाप्य{पुं;8;एक}/अवाप्य{नपुं;8;एक}	अव_आप्1{अव्य;ल्यप्;स्वादिः}	पूर्वकालः,8.1	सम्बोध्यः,8.1#पूर्वकालः,8.1	NA	पा_कर	पा_कर
4.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,3.2	सम्बन्धः,3.2	NA	ही	ही
5.1	राम-		राम-पादौ	राम	राम	षष्ठी-तत्पुरुष,5.2	षष्ठी-तत्पुरुष,5.2	CP	राम-	राम-
5.2	पादौ		--	पाद{पुं;1;द्वि}/पाद{पुं;2;द्वि}/पाद{पुं;8;द्वि}	पाद{पुं;2;द्वि}	कर्म,6.1	सम्बोध्यः,8.1#कर्म,8.1#कर्म,6.1#कर्म,3.2	N2	पैर	पैर
6.1	उपस्पृशन्		उपस्पृशन्	उपस्पृशत्{पुं;1;एक(उप_स्पृश्1;शतृ_लट्;तुदादिः)}	उपस्पृशत्{पुं;1;एक(उप_स्पृश्1;शतृ_लट्;तुदादिः)}	वर्तमानसमानकालः,8.1	वर्तमानसमानकालः,8.1#कर्ता,8.1	N1	छूता_हुआ	छूता_हुआ
7.1	नन्दि-		नन्दि-ग्रामे	नन्दि}/नन्दिन्	नन्दि	कर्मधारय,7.2	कर्मधारय,7.2	CP	नन्दि-	नन्दि-
7.2	ग्रामे		--	ग्राम{पुं;7;एक}/ग्राम{नपुं;8;द्वि}/ग्राम{नपुं;1;द्वि}/ग्राम{नपुं;2;द्वि}/ग्राम{नपुं;7;एक}/ग्रामा{स्त्री;8;एक}/ग्रामा{स्त्री;8;द्वि}/ग्रामा{स्त्री;1;द्वि}/ग्रामा{स्त्री;2;द्वि}	ग्राम{पुं;7;एक}	अधिकरणम्,6.1	कर्म,8.1#कर्म,6.1#कर्म,3.2#सम्बोध्यः,8.1#अधिकरणम्,10.2#अधिकरणम्,8.1#अधिकरणम्,6.1#अधिकरणम्,3.2	N7	गाँव_में	गाँव_में
8.1	अकरोत्		अकरोत्	कृ3{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तनादिः}	कृ3{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तनादिः}	अभिहित_कर्ता,1.1;सकर्मक	-	KP	किया	किया
9.1	राज्यं		राज्यं	राज्य{नपुं;1;एक}/राज्य{नपुं;2;एक}	राज्य{नपुं;2;एक}	कर्म,8.1	कर्म,8.1#कर्म,6.1#कर्म,3.2#कर्ता,8.1	N2	राज्य	राज्य
10.1	राम-		राम-आगमन-काङ्क्षया	राम	राम	षष्ठी-तत्पुरुष,10.2	षष्ठी-तत्पुरुष,10.2	CP	राम-	राम-
10.2	आगमन-		--	आगमन(आङ्_गम्1;ल्युट्;भ्वादिः)	आगमन(आङ्_गम्1;ल्युट्;भ्वादिः)	षष्ठी-तत्पुरुष,10.3	षष्ठी-तत्पुरुष,10.3	CP		
10.3	काङ्क्षया		--	काङ्क्षा{स्त्री;3;एक}	काङ्क्षा{स्त्री;3;एक}	करणम्,8.1	करणम्,8.1#हेतुः,8.1#हेतुः,6.1#हेतुः,3.2	N3	अभिलाषा_से	अभिलाषा_से
11.1	.		.	-	-	-	-	FS	-	-

