index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	प्रविश्य		प्रविश्य	प्र_विश्1{अव्य;ल्यप्;तुदादिः}	प्र_विश्1{अव्य;ल्यप्;तुदादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1	NA	प्रवेश_करके	प्रवेश_करके
2.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	तो	तो
3.1	महारण्यं		महारण्यं	महारण्य{नपुं;1;एक}/महारण्य{नपुं;2;एक}	महारण्य{नपुं;2;एक}	कर्म,1.1	सुप्_समुच्चितः,17.2#सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,12.1#कर्म,10.1#कर्म,8.1#कर्ता,10.1	N2	महारण्य_में	महारण्य_में
4.1	रामः		रामः	राम{पुं;1;एक}	राम{पुं;1;एक}	कर्ता,10.1;कर्ता,8.1;कर्ता,1.1	कर्ता,10.1	N1	राम_ने	राम_ने
5.1	राजीव-		राजीव-लोचनः	राजीव	राजीव	षष्ठी-बहुव्रीहि,5.2	षष्ठी-बहुव्रीहि,5.2	CP	राजीव-	राजीव-
5.2	लोचनः		--	लोचन{पुं;1;एक}	लोचन{पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1#कर्ता,10.1	N1	देखना	देखना
6.1	विराधं		विराधं	विराध{पुं;2;एक}/विराध{पुं;2;एक(वि_राध्2;घञ्;स्वादिः)}/विराध{पुं;2;एक(वि_राध्1;घञ्;दिवादिः)}	विराध{पुं;2;एक}	विशेषणम्,7.1	विशेषणम्,17.2#विशेषणम्,15.1#विशेषणम्,12.1#विशेषणम्,9.1#विशेषणम्,7.1#विशेषणम्,5.2#विशेषणम्,4.1#विशेषणम्,3.1#कर्म,10.1#कर्म,8.1#सुप्_समुच्चितः,17.2#सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,12.1	N2	विरोध	विरोध
7.1	राक्षसं		राक्षसं	राक्षस{पुं;2;एक}	राक्षस{पुं;2;एक}	कर्म,8.1	सुप्_समुच्चितः,17.2#सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,12.1#कर्म,10.1#कर्म,8.1	N2	राक्षस	राक्षस
8.1	हत्वा		हत्वा	हन्1{अव्य;क्त्वा;अदादिः}	हन्1{अव्य;क्त्वा;अदादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1	NA	मार_कर	मार_कर
9.1	शरभङ्गं		शरभङ्गं	शरभङ्ग{पुं;2;एक}	शरभङ्ग{पुं;2;एक}	समुच्चितः,12.1	सुप्_समुच्चितः,17.2#सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,12.1#कर्म,10.1#कर्म,8.1	N2	शरभङ्ग_को	शरभङ्ग_को
10.1	ददर्श		ददर्श	दृश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/दृश्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}	दृश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,4.1;सकर्मक	-	KP	देखा	देखा
11.1	ह		ह	ह{अव्य}	ह{अव्य}	सम्बन्धः,10.1	सुप्_समुच्चितः,13.1#सम्बन्धः,10.1	NA	ह	ह
12.1	सुतीक्ष्णं		सुतीक्ष्णं	सुतीक्ष्ण{पुं;2;एक}	सुतीक्ष्ण{पुं;2;एक}	कर्म,10.1	सुप्_समुच्चितः,17.2#सुप्_समुच्चितः,15.1#कर्म,10.1#कर्म,8.1	N2	सुतीक्ष्ण	सुतीक्ष्ण
13.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,12.1	सुप्_समुच्चय_द्योतकः,12.1#सम्बन्धः,12.1	NA	च2	च2
14.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,13.1	सुप्_समुच्चय_द्योतकः,13.1#सम्बन्धः,13.1	NA	भी	भी
15.1	अगस्त्यं		अगस्त्यं	अगस्त्य{पुं;2;एक}	अगस्त्य{पुं;2;एक}	समुच्चितः,12.1	सुप्_समुच्चितः,17.2#सुप्_समुच्चितः,12.1#कर्म,10.1#कर्म,8.1	N2	अगस्त्य_को	अगस्त्य_को
16.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,15.1	सुप्_समुच्चितः,13.1#सुप्_समुच्चय_द्योतकः,15.1#सम्बन्धः,15.1	NA	च2	च2
17.1	अगस्त्य-		अगस्त्य-भ्रातरं	अगस्त्य	अगस्त्य	षष्ठी-तत्पुरुष,17.2	षष्ठी-तत्पुरुष,17.2	CP	अगस्त्य-	अगस्त्य-
17.2	भ्रातरं		--	भ्रातृ{पुं;2;एक}/भ्रातृ{स्त्री;2;एक}	भ्रातृ{पुं;2;एक}	समुच्चितः,12.1	सुप्_समुच्चितः,15.1#सुप्_समुच्चितः,12.1#कर्म,10.1#कर्म,8.1#विशेषणम्,15.1#विशेषणम्,12.1#विशेषणम्,9.1#विशेषणम्,7.1#विशेषणम्,6.1	N2	भाई_को	भाई_को
18.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	समुच्चय_द्योतकः,17.2	सुप्_समुच्चय_द्योतकः,17.2#क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,8.1	NA	और	और
19.1	.		.	-	-	-	-	FS	-	-

