index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	अ-		अ-मृष्यमाणा	अ	अ	नञ्-तत्पुरुष,1.2	नञ्-तत्पुरुष,1.2	CP	अ-	अ-
1.2	मृष्यमाणा		--	मृष्यमाणा{स्त्री;1;एक(मृष्2;शानच्_लट्;कर्तरि;दिवादिः)}/मृष्यमाणा{स्त्री;1;एक(मृष्2;शानच्_लट्;कर्मणि;दिवादिः)}	मृष्यमाणा{स्त्री;1;एक(मृष्2;शानच्_लट्;कर्मणि;दिवादिः)}	विशेषणम्,3.1	विशेषणम्,6.1#विशेषणम्,3.1#विशेषणम्,2.1#कर्ता,4.1	N1		
2.1	सा		सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,3.1	विधेय_विशेषणम्,1.2#विशेषणम्,6.1#विशेषणम्,3.1#कर्ता,4.1	N1	वह	वह
3.1	सीता		सीता	सीता{स्त्री;1;एक}	सीता{स्त्री;1;एक}	कर्ता,4.1	विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.2#कर्ता,4.1	N1	सीता_ने	सीता_ने
4.1	विवेश		विवेश	विश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;तुदादिः}/विश्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;तुदादिः}	विश्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;तुदादिः}	अभिहित_कर्ता,3.1;सकर्मक	-	KP	अन्दर_प्रवेश_की	अन्दर_प्रवेश_की
5.1	ज्वलनं		ज्वलनं	ज्वलन{नपुं;1;एक(ज्वल्1;ल्युट्;भ्वादिः)}/ज्वलन{नपुं;2;एक(ज्वल्1;ल्युट्;भ्वादिः)}	ज्वलन{नपुं;2;एक(ज्वल्1;ल्युट्;भ्वादिः)}	कर्म,4.1	कर्म,4.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.2#कर्ता,4.1	N2	जलने_को	जलने_को
6.1	सती		सती	सती{स्त्री;1;एक}/सती{स्त्री;1;एक(अस्2;शतृ_लट्;अदादिः)}	सती{स्त्री;1;एक}	विशेषणम्,3.1	वर्तमानसमानकालः,4.1#कर्ता,4.1#विशेषणम्,2.1#विशेषणम्,1.2#अभेदः,3.1	N1	सती	सती
7.1	.		.	-	-	-	-	FS	-	-

