index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	पुनः		पुनः	पुनः{अव्य}	पुनः{अव्य}	क्रियाविशेषणम्,10.1	क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,8.1	NA	फिर	फिर
2.1	आख्यायिकां		आख्यायिकां	आख्यायिका{स्त्री;2;एक(आङ्_ख्या1;ण्वुल्;अदादिः)}	आख्यायिका{स्त्री;2;एक(आङ्_ख्या1;ण्वुल्;अदादिः)}	कर्म,3.1	कर्म,10.1#कर्म,8.1#कर्म,3.1	N2		
3.1	जल्पन्		जल्पन्	जल्पत्{पुं;1;एक(जल्प्1;शतृ_लट्;भ्वादिः)}	जल्पत्{पुं;1;एक(जल्प्1;शतृ_लट्;भ्वादिः)}	कर्ता,10.1;कर्ता,8.1	वर्तमानसमानकालः,10.1#कर्ता,10.1	N1	बोलता_हुआ	बोलता_हुआ
4.1	सुग्रीव-		सुग्रीव-सहितः	सुग्रीव	सुग्रीव	तृतीया-तत्पुरुष,4.2	तृतीया-तत्पुरुष,4.2	CP	सुग्रीव-	सुग्रीव-
4.2	सहितः		--	सहित{पुं;1;एक}/सहितृ{पुं;8;एक}/सहितृ{नपुं;8;एक}/सहितृ{नपुं;1;एक}/सहितृ{नपुं;2;एक}/सहितृ{स्त्री;8;एक}	सहित{पुं;1;एक}	सहार्थः,3.1	सम्बोध्यः,10.1#सहार्थः,3.1#सहार्थः,2.1#विशेषणम्,9.2#विशेषणम्,7.1#सहार्थः,10.1#विशेषणम्,3.1	N1	साथ	साथ
5.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,10.1	कालाधिकरणम्,10.1	NA	तब	तब
6.1	पुष्पकं		पुष्पकं	पुष्पक{पुं;2;एक}	पुष्पक{पुं;2;एक}	कर्म,8.1	विशेषणम्,9.2#कर्म,10.1#कर्म,8.1#कर्म,3.1#कर्म,2.1	N2	पुष्पक_को	पुष्पक_को
7.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;2;एक}	विशेषणम्,9.2	विशेषणम्,9.2#विशेषणम्,4.2#कर्म,10.1#कर्म,8.1#कर्म,3.1#कर्म,2.1#कर्ता,10.1	N2	उस	उस
8.1	समारुह्य		समारुह्य	सम्_आङ्_रुह्1{अव्य;ल्यप्;भ्वादिः}	सम्_आङ्_रुह्1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1	NA	सम्_आङ्_रुह्1_कर	सम्_आङ्_रुह्1_कर
9.1	नन्दि-		नन्दि-ग्रामं	नन्दि}/नन्दिन्	नन्दि	कर्मधारय,9.2	कर्मधारय,9.2	CP	नन्दि-	नन्दि-
9.2	ग्रामं		--	ग्राम{पुं;2;एक}/ग्राम{नपुं;1;एक}/ग्राम{नपुं;2;एक}	ग्राम{नपुं;2;एक}	कर्म,10.1	विशेषणम्,7.1#विशेषणम्,4.2#कर्म,10.1#कर्म,8.1#कर्म,3.1#कर्म,2.1#कर्ता,10.1#विशेषणम्,6.1	N2	ग्राम_को	ग्राम_को
10.1	ययौ		ययौ	या1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}/या1{कर्तरि;लिट्;उ;एक;परस्मैपदी;अदादिः}/ययि{पुं;7;एक}	या1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,3.1;सकर्मक	अधिकरणम्,8.1#अधिकरणम्,3.1#अधिकरणम्,2.1	KP	गया	गया
11.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,10.1	कालाधिकरणम्,10.1	NA	तब	तब
12.1	.		.	-	-	-	-	FS	-	-

