index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,5.1	विशेषणम्,3.3#विशेषणम्,2.3#सुप्_समुच्चितः,3.3#कर्ता_बे_वेर्ब्स्,5.1	N1	वह	वह
2.1	सर्व-		सर्व-गुण-उपेतः	सर्व	सर्व	कर्मधारय,2.2	कर्मधारय,2.2	CP	सर्व-	सर्व-
2.2	गुण-		--	गुण	गुण	तृतीया-तत्पुरुष,2.3	तृतीया-तत्पुरुष,2.3	CP	गुण-	गुण-
2.3	उपेतः		--	उप_इ1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;अदादिः}/उपेत{पुं;1;एक(उप_इ1;क्त;अदादिः)}	उपेत{पुं;1;एक(उप_इ1;क्त;अदादिः)}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,1.1#विशेषणम्,3.3#कर्ता_बे_वेर्ब्स्,5.1#समुच्चितः,5.1	N1	उपेत	उपेत
3.1	कौसल्या-		कौसल्या-आनन्द-वर्धनः	कौसल्या	कौसल्या	षष्ठी-तत्पुरुष,3.2	षष्ठी-तत्पुरुष,3.2	CP	कौसल्या-	कौसल्या-
3.2	आनन्द-		--	आनन्द	आनन्द	षष्ठी-तत्पुरुष,3.3	षष्ठी-तत्पुरुष,3.3	CP	आनन्द-	आनन्द-
3.3	वर्धनः		--	वर्धन{पुं;1;एक}	वर्धन{पुं;1;एक}	विशेषणम्,1.1	विधेय_विशेषणम्,2.3#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,5.1#कर्ता,2.3	N1	वर्धन	वर्धन
4.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,3.3	सुप्_समुच्चय_द्योतकः,3.3#समुच्चय_द्योतकः,5.1#सम्बन्धः,3.3	NA	और	और
5.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	-	KP	है	है
6.1	.		.	-	-	-	-	FS	-	-

