index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,5.1	विशेषणम्,3.2#विशेषणम्,2.2#सुप्_समुच्चितः,3.2#कर्ता_बे_वेर्ब्स्,5.1	N1	वह	वह
2.1	शत्रु-		शत्रु-निबर्हणः	शत्रु	शत्रु	उपपद-तत्पुरुष,2.2	उपपद-तत्पुरुष,2.2	CP	शत्रु-	शत्रु-
2.2	निबर्हणः		--	निबर्हण{पुं;1;एक}	निबर्हण{पुं;1;एक}	समुच्चितः,3.2	विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,3.2#कर्ता_बे_वेर्ब्स्,5.1	N1	संभालना	संभालना
3.1	विपुल-		विपुल-अंशः	विपुल	विपुल	षष्ठी-बहुव्रीहि,3.2	षष्ठी-बहुव्रीहि,3.2	CP	विपुल-	विपुल-
3.2	अंशः		--	अंश{पुं;1;एक}	अंश{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,2.2#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,5.1	N1	अंश	अंश
4.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.2	सुप्_समुच्चय_द्योतकः,3.2#सम्बन्धः,3.2	NA	च2	च2
5.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	-	KP	है	है
6.1	.		.	-	-	-	-	FS	-	-

