index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सा		सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,4.1	विशेषणम्,5.1#विशेषणम्,4.1#विशेषणम्,2.3#कर्ता_बे_वेर्ब्स्,6.1	N1	वह	वह
2.1	सर्व-		सर्व-लक्षण-सम्पन्ना	सर्व	सर्व	कर्मधारय,2.2	कर्मधारय,2.2	CP	सर्व-	सर्व-
2.2	लक्षण-		--	लक्षण(लक्ष्1;ल्युट्;चुरादिः)}/लक्षण(लक्ष्2{ल्युट्;चुरादिः)	लक्षण(लक्ष्1;ल्युट्;चुरादिः)	तृतीया-तत्पुरुष,2.3	तृतीया-तत्पुरुष,2.3	CP		
2.3	सम्पन्ना		--	सम्पन्ना{स्त्री;1;एक(सम्_पद्1;क्त;दिवादिः)}	सम्पन्ना{स्त्री;1;एक(सम्_पद्1;क्त;दिवादिः)}	विशेषणम्,4.1	विधेय_विशेषणम्,1.1#विशेषणम्,5.1#विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,6.1	N1	सम्पन्न	सम्पन्न
3.1	नारीणाम्		--	नारी{स्त्री;6;बहु}	नारी{स्त्री;6;बहु}	निर्धारणम्,4.1	निर्धारणम्,4.1#षष्ठीसम्बन्धः,5.1	N6	नारियों_की	नारियों_की
4.1	उत्तमा		--	उत्तमा{स्त्री;1;एक}	उत्तमा{स्त्री;1;एक}	कर्ता,6.1	विधेय_विशेषणम्,2.3#विधेय_विशेषणम्,1.1#विशेषणम्,5.1#कर्ता_बे_वेर्ब्स्,6.1	N1	अच्छी	अच्छी
5.1	वधूः		--	वधु{स्त्री;2;बहु}/वधू{स्त्री;1;एक}/वधू{स्त्री;2;बहु}	वधू{स्त्री;1;एक}	विधेय_विशेषणम्,4.1	विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,2.3#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,6.1	N1	बहू	बहू
6.1	अस्ति		--	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,4.1	-	KP	है	है
7.1	.		-	-	-	-	-	FS	-	-

