index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	भरद्वाज-		भरद्वाज-आश्रमं	भरद्वाज	भरद्वाज	षष्ठी-तत्पुरुष,1.2	षष्ठी-तत्पुरुष,1.2	CP	भरद्वाज-	भरद्वाज-
1.2	आश्रमं		--	आश्रम{पुं;2;एक}/आश्रम{नपुं;1;एक}/आश्रम{नपुं;2;एक}	आश्रम{पुं;2;एक}	कर्म,2.1	कर्म,9.1#कर्म,2.1#कर्ता,9.1#विशेषणम्,8.1	N2	आश्रम	आश्रम
2.1	गत्वा		गत्वा	गम्1{अव्य;क्त्वा;भ्वादिः}	गम्1{अव्य;क्त्वा;भ्वादिः}	पूर्वकालः,9.1	पूर्वकालः,9.1	NA	जा_कर	जा_कर
3.1	आरामः		आरामः	आराम{पुं;1;एक}/आराम{पुं;1;एक(आङ्_रम्1;घञ्;भ्वादिः)}	आराम{पुं;1;एक}	विशेषणम्,7.1	विशेषणम्,7.1#विशेषणम्,4.2#विशेषणम्,1.2#कर्ता,9.1	N1	आराम	आराम
4.1	सत्य-		सत्य-पराक्रमः	सत्य	सत्य	षष्ठी-बहुव्रीहि,4.2	षष्ठी-बहुव्रीहि,4.2	CP	सत्य-	सत्य-
4.2	पराक्रमः		--	पराक्रम{पुं;1;एक}	पराक्रम{पुं;1;एक}	विशेषणम्,7.1	विशेषणम्,7.1#विशेषणम्,3.1#कर्ता,9.1	N1	पराक्रम	पराक्रम
5.1	भरतस्य		भरतस्य	भरत{पुं;6;एक}	भरत{पुं;6;एक}	षष्ठीसम्बन्धः,6.1	उप_अपेक्षा,6.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1	N6	भरत_के	भरत_के
6.1	अन्तिके		अन्तिके	अन्तिका{स्त्री;8;एक}/अन्तिक{पुं;7;एक}	अन्तिक{पुं;7;एक}	अधिकरणम्,9.1	देशाधिकरणम्_उप,9.1#अधिकरणम्,9.1#अधिकरणम्,3.1#अधिकरणम्,2.1#सम्बोध्यः,9.1	N7	समीप_में	समीप_में
7.1	रामः		रामः	राम{पुं;1;एक}	राम{पुं;1;एक}	कर्ता,9.1;कर्ता,2.1	कर्ता,9.1	N1	राम	राम
8.1	हनूमन्तं		हनूमन्तं	हनूमत्{पुं;2;एक}	हनूमत्{पुं;2;एक}	कर्म,9.1	कर्म,9.1#कर्म,2.1	N2	हनुमान्	हनुमान्
9.1	व्यसर्जयत्		व्यसर्जयत्	वि_सृ2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तुदादिः}	वि_सृ2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तुदादिः}	अभिहित_कर्ता,7.1;सकर्मक	-	KP	आया	आया
10.1	.		.	-	-	-	-	FS	-	-

