index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	निरामयः		निरामयः	निरामय{पुं;1;एक}	निरामय{पुं;1;एक}	समुच्चितः,3.2	विधेय_विशेषणम्,5.3#विधेय_विशेषणम्,3.2#सुप्_समुच्चितः,3.2#कर्ता_बे_वेर्ब्स्,6.1	N1		
2.1	हि		हि	हि{अव्य}	हि{अव्य}	कारण_द्योतकः,6.1	कारण_द्योतकः,6.1	NA	हि	हि
3.1	अ-		अ-रोगः	अ	अ	नञ्-तत्पुरुष,3.2	नञ्-तत्पुरुष,3.2	CP	अ-	अ-
3.2	रोगः		--	रोग{पुं;1;एक}	रोग{पुं;1;एक}	विधेय_विशेषणम्,5.3	विधेय_विशेषणम्,5.3#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,6.1	N1	रोग	रोग
4.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.2	सुप्_समुच्चय_द्योतकः,3.2#सम्बन्धः,3.2	NA	और	और
5.1	दुर्भिक्ष-		दुर्भिक्ष-भय-वर्जितः	दुर्भिक्ष	दुर्भिक्ष	षष्ठी-तत्पुरुष,5.2	षष्ठी-तत्पुरुष,5.2	CP	दुर्भिक्ष-	दुर्भिक्ष-
5.2	भय-		--	भय	भय	पञ्चमी-तत्पुरुष,5.3	पञ्चमी-तत्पुरुष,5.3	CP	भय-	भय-
5.3	वर्जितः		--	वर्जित{पुं;1;एक}	वर्जित{पुं;1;एक}	कर्ता,6.1	विधेय_विशेषणम्,3.2#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,3.2#कर्ता_बे_वेर्ब्स्,6.1	N1	वर्जित	वर्जित
6.1	भविष्यति		भविष्यति	भू1{कर्तरि;लृट्;प्र;एक;परस्मैपदी;भ्वादिः}/भविष्यत्{पुं;7;एक}/भविष्यत्{नपुं;7;एक}	भू1{कर्तरि;लृट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,5.3	-	KP	होगा	होगा
7.1	.		.	-	-	-	-	FS	-	-

