index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	पञ्च		पञ्च	पञ्चन्{संख्येयम्;1;बहु}/पञ्चन्{संख्येयम्;2;बहु}	पञ्चन्{संख्येयम्;2;बहु}	विशेषणम्,2.2	विशेषणम्,5.2#विशेषणम्,4.1#विशेषणम्,2.2#सुप्_समुच्चितः,8.1#सुप्_समुच्चितः,5.2#कर्म,12.1#कर्म,11.1#कर्म,10.1#कर्म,3.1	N2		
2.1	सेन-		सेन-अग्रगान्	सेन	सेन	षष्ठी-ततोउरुष,2.2	षष्ठी-ततोउरुष,2.2	CP	सेन-	सेन-
2.2	अग्रगान्		--	अग्रग{पुं;2;बहु}	अग्रग{पुं;2;बहु}	समुच्चितः,5.2	विशेषणम्,5.2#विशेषणम्,4.1#विशेषणम्,1.1#सुप्_समुच्चितः,8.1#सुप्_समुच्चितः,5.2#कर्म,12.1#कर्म,11.1#कर्म,10.1#कर्म,3.1	N2		
3.1	हत्वा		हत्वा	हन्1{अव्य;क्त्वा;अदादिः}	हन्1{अव्य;क्त्वा;अदादिः}	पूर्वकालः,12.1	पूर्वकालः,12.1	NA	मार_कर	मार_कर
4.1	सप्त		सप्त	सप्तन्{संख्येयम्;1;बहु}/सप्तन्{संख्येयम्;2;बहु}	सप्तन्{संख्येयम्;2;बहु}	कर्म,3.1	विशेषणम्,5.2#विशेषणम्,2.2#विशेषणम्,1.1#सुप्_समुच्चितः,8.1#सुप्_समुच्चितः,5.2#कर्म,12.1#कर्म,11.1#कर्म,10.1#कर्म,3.1	N2	सात	सात
5.1	मन्त्रि-		मन्त्रि-सुतान्	मन्त्रि}/मन्त्रिन्	मन्त्रिन्	षष्ठी-ततोउरुष,5.2	षष्ठी-ततोउरुष,5.2	CP	मन्त्रि-	मन्त्रि-
5.2	सुतान्		--	सुत{पुं;2;बहु}/सुत{पुं;2;बहु(षु2;क्त;अदादिः)}/सुत{पुं;2;बहु(षु3;क्त;स्वादिः)}	सुत{पुं;2;बहु}	विशेषणम्,4.1	विशेषणम्,4.1#विशेषणम्,2.2#विशेषणम्,1.1#कर्म,12.1#कर्म,11.1#कर्म,10.1#कर्म,3.1#सुप्_समुच्चितः,8.1	N2	पुत्र	पुत्र
6.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	समुच्चय_द्योतकः,5.2	सुप्_समुच्चय_द्योतकः,5.2#सम्बन्धः,5.2	NA	भी	भी
7.1	शूरम्		शूरम्	शूर{पुं;2;एक}	शूर{पुं;2;एक}	विशेषणम्,8.1	विशेषणम्,8.1#सुप्_समुच्चितः,8.1#सुप्_समुच्चितः,5.2#कर्म,12.1#कर्म,11.1#कर्म,10.1#कर्म,3.1	N2	शूर	शूर
8.1	अक्षं		अक्षं	अक्ष{पुं;2;एक}	अक्ष{पुं;2;एक}	कर्म,10.1	सुप्_समुच्चितः,5.2#कर्म,12.1#कर्म,11.1#कर्म,10.1#कर्म,3.1	N2	धुरा	धुरा
9.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,8.1	सुप्_समुच्चय_द्योतकः,8.1#सम्बन्धः,8.1	NA	च1	च1
10.1	निष्पिष्य		निष्पिष्य	निस्_पिष्1{अव्य;ल्यप्;रुधादिः}	निस्_पिष्1{अव्य;ल्यप्;रुधादिः}	पूर्वकालः,12.1	पूर्वकालः,12.1	NA	कूट_कर	कूट_कर
11.1	ग्रहणं		ग्रहणं	ग्रहण{नपुं;1;एक(ग्रह्1;ल्युट्;क्र्यादिः)}/ग्रहण{नपुं;2;एक(ग्रह्1;ल्युट्;क्र्यादिः)}	ग्रहण{नपुं;2;एक(ग्रह्1;ल्युट्;क्र्यादिः)}	कर्म,12.1	कर्म,12.1#कर्म,10.1#कर्म,3.1#कर्ता,12.1	N2	ग्रहण_के	ग्रहण_के
12.1	समुपागमत्		समुपागमत्	सम्_उप_आङ्_गम्1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भ्वादिः}	सम्_उप_आङ्_गम्1{कर्तरि;लुङ्;प्र;एक;परस्मैपदी;भ्वादिः}		-	KP	पास_पहुँचा	पास_पहुँचा
13.1	.		.	-	-	-	-	FS	-	-

