index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	त्वम्		त्वम्	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,5.1	कर्ता_बे_वेर्ब्स्,5.1	N1	तुम	तुम
2.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	ही	ही
3.1	राजा		राजा	राजन्{पुं;1;एक}	राजन्{पुं;1;एक}	विशेषणम्,1.1	विधेय_विशेषणम्,1.1#कर्ता,9.1	N1	राजा	राजा
4.1	धर्मज्ञः		धर्मज्ञः	धर्मज्ञ{पुं;1;एक}	धर्मज्ञ{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,1.1#विशेषणम्,8.1#विशेषणम्,3.1#कर्ता,9.1	N1	धर्मज्ञ1	धर्मज्ञ1
5.1	असि		असि	अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;अदादिः}	वाक्यकर्म,9.1	वाक्यकर्म,9.1	KP	हो	हो
6.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,5.1	वाक्यकर्म_द्योतकः,5.1	NA	ऐसा	ऐसा
7.1	रामं		रामं	राम{पुं;2;एक}	राम{पुं;2;एक}	कर्म,9.1	मुख्यकर्म,9.1#गौणकर्म,9.1	N2	राम_को	राम_को
8.1	वचः		वचः	वच{पुं;1;एक}/वचस्{नपुं;1;एक}/वचस्{नपुं;2;एक}/वचस्{नपुं;8;एक}	वच{पुं;1;एक}	कर्ता,9.1	मुख्यकर्म,9.1#कर्मसमानाधिकरणम्,7.1#विशेषणम्,1.1#कर्ता,9.1	N1	तोते_ने	तोते_ने
9.1	अब्रवीत्		अब्रवीत्	ब्रू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	ब्रू1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,8.1;सकर्मक	-	KP	कहा	कहा
10.1	.		.	-	-	-	-	FS	-	-

