index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,5.2	सम्बन्धः,5.2#कार्य_द्योतकः,5.2#अपादानम्,3.1	NA	वहाँ_से	वहाँ_से
2.1	ज्ञाति-		ज्ञाति-वधं	ज्ञाति	ज्ञाति	षष्ठी-तत्पुरुष,2.2	षष्ठी-तत्पुरुष,2.2	CP	ज्ञाति-	ज्ञाति-
2.2	वधं		--	वध{पुं;2;एक}/वध{नपुं;1;एक}/वध{नपुं;2;एक}	वध{पुं;2;एक}	कर्म,3.1	कर्म,3.1	N2	वध	वध
3.1	श्रुत्वा		श्रुत्वा	श्रु1{अव्य;क्त्वा;भ्वादिः}	श्रु1{अव्य;क्त्वा;भ्वादिः}	पूर्वकालः,5.2	पूर्वकालः,5.2	NA	सुन_कर	सुन_कर
4.1	रावणः		रावणः	रावण{पुं;1;एक}	रावण{पुं;1;एक}	कर्ता,5.2;कर्ता,3.1	कर्ता,5.2	N1	रावण	रावण
5.1	क्रोध-		क्रोध-मूर्छितः	क्रोध	क्रोध	तृतीया-तत्पुरुष,5.2	तृतीया-तत्पुरुष,5.2	CP	क्रोध-	क्रोध-
5.2	मूर्छितः		--	मूर्छित{पुं;1;एक(मुर्छ्1;क्त;भ्वादिः)}	मूर्छित{पुं;1;एक(मुर्छ्1;क्त;भ्वादिः)}		-	N1	मूर्छित	मूर्छित
6.1	.		.	-	-	-	-	FS	-	-

