index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,5.1	विशेषणम्,3.3#विशेषणम्,2.1#सुप्_समुच्चितः,3.3#कर्ता_बे_वेर्ब्स्,5.1	N1	वह	वह
2.1	समः		समः	सम{पुं;1;एक}/सम{सर्वनाम;पुं;1;एक}	सम{पुं;1;एक}	समुच्चितः,3.3	विधेय_विशेषणम्,3.3#विधेय_विशेषणम्,1.1#सुप्_समुच्चितः,3.3	N1	समान	समान
3.1	सम-		सम-विभक्त-अङ्गः	सम	सम	बहुपद-बहुव्रीहि,3.2	बहुपद-बहुव्रीहि,3.2	CP	सम-	सम-
3.2	विभक्त-		--	विभक्त(वि_भज्1;क्त;भ्वादिः)	विभक्त(वि_भज्1;क्त;भ्वादिः)	बहुपद-बहुव्रीहि,3.3	बहुपद-बहुव्रीहि,3.3	CP		
3.3	अङ्गः		--	अङ्ग{पुं;1;एक}/अङ्गस्{नपुं;1;एक}/अङ्गस्{नपुं;2;एक}/अङ्गस्{नपुं;8;एक}/अङ्गस्{पुं;8;एक}	अङ्ग{पुं;1;एक}	विधेय_विशेषणम्,1.1	सम्बोध्यः,5.1#विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,5.1	N1	अङ्ग	अङ्ग
4.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.3	सुप्_समुच्चय_द्योतकः,3.3#सम्बन्धः,3.3	NA	और	और
5.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	-	KP	है	है
6.1	.		.	-	-	-	-	FS	-	-

