index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,6.1	प्रतिषेधः,6.1	NA	नहीं	नहीं
2.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.1	सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1	NA	और	और
3.1	वात-		वात-जम्	वात(वा1;क्त;अदादिः)	वात(वा1;क्त;अदादिः)	उपपद-तत्पुरुष,3.2	उपपद-तत्पुरुष,3.2	CP		
3.2	जम्		--	ज{पुं;2;एक}/ज{नपुं{1;एक}/ज{नपुं{2;एक}	ज{नपुं;1;एक}	विधेय_विशेषणम्,4.1	विशेषणम्,5.1#विशेषणम्,4.1#विधेय_विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,6.1	N1	ज्	ज्
4.1	भयम्		भयम्	भय{नपुं;1;एक}/भय{नपुं;2;एक}	भय{नपुं;1;एक}	कर्ता,6.1	कर्ता_बे_वेर्ब्स्,6.1	N1	भय	भय
5.1	किञ्चित्		किञ्चित्	किञ्चित्{अव्य}/किञ्चित्{सर्वनाम;नपुं;1;एक}/किञ्चित्{सर्वनाम;नपुं;2;एक}	किञ्चित्{अव्य}	समुच्चितः,1.1	विशेषणम्,4.1#विशेषणम्,3.2#कर्ता_बे_वेर्ब्स्,6.1#सुप्_समुच्चितः,1.1	NA	कुछ	कुछ
6.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,4.1	-	KP	है	है
7.1	.		.	-	-	-	-	FS	-	-

