index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्म,3.1	विशेषणम्,5.1#विशेषणम्,3.1#कर्म,3.1	N1	वह	वह
2.1	सर्वदा		सर्वदा	सर्वदा{अव्य}	सर्वदा{अव्य}	कालाधिकरणम्,3.1	कालाधिकरणम्,3.1	NA	हमेशा	हमेशा
3.1	अभिगतः		अभिगतः	अभिगत{पुं;1;एक(अभि_गम्1;क्त;भ्वादिः)}	अभिगत{पुं;1;एक(अभि_गम्1;क्त;भ्वादिः)}		विधेय_विशेषणम्,1.1	N1	निकट_गया_हुआ	निकट_गया_हुआ
4.1	सद्भिः		सद्भिः	सत्{पुं;3;बहु}/सत्{नपुं;3;बहु(अस्2;शतृ_लट्;अदादिः)}/सत्{पुं;3;बहु(अस्2;शतृ_लट्;अदादिः)}	सत्{पुं;3;बहु}	कर्ता,3.1	कर्ता,3.1#करणम्,3.1#हेतुः,3.1	N3	सज्जनों_से	सज्जनों_से
5.1	समुद्रः		समुद्रः	समुद्र{पुं;1;एक}	समुद्र{पुं;1;एक}	उपमानम्,1.1	विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#उपमानम्,1.1#कर्म,3.1	N1	समुद्र	समुद्र
6.1	इव		इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,5.1	उपमान_द्योतकः,7.1#उपमान_द्योतकः,5.1	NA	जैसे	जैसे
7.1	सिन्धुभिः		सिन्धुभिः	सिन्धु{पुं;3;बहु}	सिन्धु{पुं;3;बहु}	उपमानम्,4.1	उपमानम्,4.1#कर्ता,3.1#करणम्,3.1#हेतुः,4.1#हेतुः,3.1	N3	सागर_से	सागर_से
8.1	इव		इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,7.1	उपमान_द्योतकः,7.1	NA	जैसे	जैसे
9.1	.		.	-	-	-	-	FS	-	-

