index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,9.1	विशेषणम्,9.1#प्रयोजककर्ता,8.1#कर्ता,9.1	N1	वह	वह
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1	NA	च1	च1
3.1	सर्वान्		सर्वान्	सर्व{सर्वनाम;पुं;2;बहु}	सर्व{सर्वनाम;पुं;2;बहु}	विशेषणम्,5.1	विशेषणम्,5.1#प्रयोज्यकर्ता,8.1#कर्म,9.1#कर्म,8.1	N2	सब_	सब_
4.1	समानीय		समानीय	सम्_आङ्_णी1{अव्य;ल्यप्;भ्वादिः}	सम्_आङ्_णी1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,8.1	पूर्वकालः,8.1	NA	मिला_कर	मिला_कर
5.1	वानरान्		वानरान्	वानर{पुं;2;बहु}	वानर{पुं;2;बहु}	कर्म,8.1	प्रयोज्यकर्ता,8.1#कर्म,9.1#कर्म,8.1	N2	बन्दर	बन्दर
6.1	वानरर्षभः		वानरर्षभः	-	-	-	-	FS		
7.1	दिशः		दिशः	दिश्{स्त्री;1;बहु}/दिश्{स्त्री;2;बहु}/दिश्{स्त्री;5;एक}/दिश्{स्त्री;6;एक}/दिश्{स्त्री;8;बहु}	दिश्{स्त्री;2;बहु}	प्रयोज्यकर्ता,8.1	सम्बोध्यः,8.1#षष्ठीसम्बन्धः,5.1#हेतुः5,9.1#हेतुः5,8.1#हेतुः5,4.1#अपादानम्,8.1#प्रयोज्यकर्ता,8.1#कर्म,9.1#कर्म,8.1#सुप्_समुच्चितः,1.1	N2	स्थानों_को	स्थानों_को
8.1	प्रस्थापयामास		प्रस्थापयामास	प्र_ष्था1{णिजन्त;कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	प्र_ष्था1{णिजन्त;कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,7.1;सकर्मक	-	KP	विद्यमान_किया	विद्यमान_किया
9.1	दिदृक्षुः		दिदृक्षुः	दिदृक्षु{पुं;1;एक(दृश्1;सनन्त;उ;भ्वादिः)}	दिदृक्षु{पुं;1;एक(दृश्1;सनन्त;उ;भ्वादिः)}	प्रयोजककर्ता,8.1;प्रयोजककर्ता,4.1	विशेषणम्,1.1#प्रयोजककर्ता,8.1	N1		
10.1	जनक-		जनक-आत्मजाम्	जनक	जनक	षष्ठी-तत्पुरुष,10.2	षष्ठी-तत्पुरुष,10.2	CP	जनक-	जनक-
10.2	आत्मजाम्		--	आत्मजा{स्त्री;2;एक}	आत्मजा{स्त्री;2;एक}	कर्म,9.1	प्रयोज्यकर्ता,8.1#कर्म,9.1#कर्म,8.1	N2	पुत्री	पुत्री
11.1	.		.	-	-	-	-	FS	-	-

