index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	नन्दि-		नन्दि-ग्रामे	नन्दि}/नन्दिन्	नन्दि	कर्मधारय,1.2	कर्मधारय,1.2	CP	नन्दि-	नन्दि-
1.2	ग्रामे		--	ग्राम{पुं;7;एक}/ग्राम{नपुं;8;द्वि}/ग्राम{नपुं;1;द्वि}/ग्राम{नपुं;2;द्वि}/ग्राम{नपुं;7;एक}/ग्रामा{स्त्री;8;एक}/ग्रामा{स्त्री;8;द्वि}/ग्रामा{स्त्री;1;द्वि}/ग्रामा{स्त्री;2;द्वि}	ग्राम{पुं;7;एक}	अधिकरणम्,3.1	कर्म,12.1#कर्म,9.1#कर्म,3.1#सम्बोध्यः,12.1#अधिकरणम्,12.1#अधिकरणम्,9.1#अधिकरणम्,3.1	N7	गाँव_में	गाँव_में
2.1	जटां		जटां	जटा{स्त्री;2;एक}	जटा{स्त्री;2;एक}	कर्म,3.1	विशेषणम्,8.1#कर्म,12.1#कर्म,9.1#कर्म,3.1	N2	जटा	जटा
3.1	हित्वा		हित्वा	हा2{अव्य;क्त्वा;जुहोत्यादिः}/धा1{अव्य;क्त्वा;जुहोत्यादिः}	हा2{अव्य;क्त्वा;जुहोत्यादिः}	पूर्वकालः,12.1	पूर्वकालः,12.1	NA	त्याग_कर	त्याग_कर
4.1	भ्रातृभिः		भ्रातृभिः	भ्रातृ{पुं;3;बहु}	भ्रातृ{पुं;3;बहु}	सहार्थः,3.1	सहार्थः,12.1#सहार्थः,9.1#सहार्थः,3.1#हेतुः,12.1#हेतुः,9.1#हेतुः,3.1	N3	भाइयों_से	भाइयों_से
5.1	सहितः		सहितः	सहित{पुं;1;एक}/सहितृ{पुं;8;एक}/सहितृ{नपुं;8;एक}	सहित{पुं;1;एक}	सहार्थ_द्योतकः,4.1	सम्बोध्यः,12.1#सहार्थ_द्योतकः,4.1#विशेषणम्,12.1#विशेषणम्,7.1#विशेषणम्,6.1#सम्बन्ध_उप,12.1#सम्बन्ध_उप,9.1#कर्ता,12.1	N1	साथ	साथ
6.1	अनघः		अनघः	अनघ{पुं;1;एक}	अनघ{पुं;1;एक}	विशेषणम्,7.1	विशेषणम्,12.1#विशेषणम्,7.1#विशेषणम्,5.1#कर्ता,12.1	N1	विष्णु	विष्णु
7.1	रामः		रामः	राम{पुं;1;एक}	राम{पुं;1;एक}	कर्ता,12.1;कर्ता,9.1;कर्ता,3.1	कर्ता,12.1	N1	राम_ने	राम_ने
8.1	सीताम्		सीताम्	सीता{स्त्री;2;एक}	सीता{स्त्री;2;एक}	कर्म,9.1	कर्म,12.1#कर्म,9.1#कर्म,3.1	N2	सीता_को	सीता_को
9.1	अनुप्राप्य		अनुप्राप्य	अनु_प्र_आप्1{अव्य;ल्यप्;स्वादिः}	अनु_प्र_आप्1{अव्य;ल्यप्;स्वादिः}	पूर्वकालः,12.1	पूर्वकालः,12.1	NA	प्राप्त_करके	प्राप्त_करके
10.1	राज्यं		राज्यं	राज्य{नपुं;1;एक}/राज्य{नपुं;2;एक}	राज्य{नपुं;2;एक}	कर्म,12.1	कर्म,12.1#कर्म,9.1#कर्म,3.1	N2	राज्य	राज्य
11.1	पुनः		पुनः	पुनः{अव्य}	पुनः{अव्य}	क्रियाविशेषणम्,12.1	क्रियाविशेषणम्,12.1#क्रियाविशेषणम्,9.1#क्रियाविशेषणम्,3.1	NA	फिर	फिर
12.1	अवाप्तवान्		अवाप्तवान्	अवाप्तवत्{पुं;1;एक(अव_आप्1;क्तवतु;स्वादिः)}	अवाप्तवत्{पुं;1;एक(अव_आप्1;क्तवतु;स्वादिः)}		-	N1	पाया	पाया
13.1	.		.	-	-	-	-	FS	-	-

