index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	रामस्य		रामस्य	राम{पुं;6;एक}	राम{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1	N6	राम_की	राम_की
2.1	दयिता		दयिता	दय्1{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/दय्1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भ्वादिः}/दयितृ{पुं;1;एक(दय्1;तृच्;भ्वादिः)}/दयिता{स्त्री;1;एक(दय्1;क्त;भ्वादिः)}	दयिता{स्त्री;1;एक(दय्1;क्त;भ्वादिः)}	विशेषणम्,3.1	विशेषणम्,7.1#विशेषणम्,5.2#विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,8.1	N1	पत्नी	पत्नी
3.1	भार्या		भार्या	भार्या{स्त्री;1;एक}	भार्या{स्त्री;1;एक}	समुच्चितः,5.2	विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,5.2#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,2.1#सुप्_समुच्चितः,5.2#कर्ता_बे_वेर्ब्स्,8.1#कर्ता,2.1#कर्म,2.1	N1	पत्नी	पत्नी
4.1	नित्यं		नित्यं	नित्य{पुं;2;एक}/नित्य{नपुं;1;एक}/नित्य{नपुं;2;एक}	नित्य{नपुं;1;एक}	समुच्चितः,5.2	क्रियाविशेषणम्,8.1#क्रियाविशेषणम्,7.1#क्रियाविशेषणम्,2.1#कर्म,2.1#विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,5.2#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#सुप्_समुच्चितः,5.2#कर्ता_बे_वेर्ब्स्,8.1#कर्ता,2.1	N1	नित्य	नित्य
5.1	प्राण-		प्राण-समा	प्राण	प्राण	तृतीया-तत्पुरुष,5.2	तृतीया-तत्पुरुष,5.2	CP	प्राण-	प्राण-
5.2	समा		--	समा{सर्वनाम;स्त्री;1;एक}/समा{स्त्री;1;एक}	समा{सर्वनाम;स्त्री;1;एक}	विधेय_विशेषणम्,7.1	विधेय_विशेषणम्,7.1#विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता,2.1#कर्म,2.1	N1	समा	समा
6.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.2	सुप्_समुच्चय_द्योतकः,5.2#सम्बन्धः,5.2	NA	च2	च2
7.1	हिता		हिता	हिता{स्त्री;1;एक(धा1;क्त;जुहोत्यादिः)}/हिता{स्त्री;1;एक(हि1;क्त;स्वादिः)}	हिता{स्त्री;1;एक(धा1;क्त;जुहोत्यादिः)}	कर्ता,8.1	विधेय_विशेषणम्,5.2#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता,2.1#कर्म,2.1	N1	उपयोगी	उपयोगी
8.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,7.1	-	KP	है	है
9.1	.		.	-	-	-	-	ञ्श्	-	-

