index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,6.1	प्रतिषेधः,6.1	NA	नहीं	नहीं
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1	NA	च1	च1
3.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,2.1	सुप्_समुच्चितः,1.1#सुप्_समुच्चय_द्योतकः,2.1#सम्बन्धः,2.1	NA	भी	भी
4.1	क्षुद्-		क्षुद्-भयं	क्षुद्	क्षुद्	पञ्चमी-तत्पुरुष,4.2	पञ्चमी-तत्पुरुष,4.2	CP	क्षुद्-	क्षुद्-
4.2	भयं		--	भय{नपुं;1;एक}/भय{नपुं;2;एक}/भय{पुं;2;एक}	भय{नपुं;1;एक}	कर्ता,6.1	कर्ता_बे_वेर्ब्स्,6.1	N1	भय	भय
5.1	तत्र		तत्र	तत्र{अव्य}	तत्र{अव्य}	देशाधिकरणम्,6.1	देशाधिकरणम्,6.1#सुप्_समुच्चितः,2.1#सुप्_समुच्चितः,1.1	NA	वहाँ	वहाँ
6.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,4.2	-	KP	है	है
7.1	.		.	-	-	-	-	FS	-	-

