index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सुग्रीवाय		सुग्रीवाय	सुग्रीव{पुं;4;एक}/सुग्रीव{नपुं;4;एक}	सुग्रीव{पुं;4;एक}	प्रयोजनम्,5.1	प्रयोजनम्1,12.1#प्रयोजनम्1,5.1	N4	सुग्रीव_को	सुग्रीव_को
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	और	और
3.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;2;एक}	विशेषणम्,9.1	विशेषणम्,9.1#विशेषणम्,4.1#कर्म,5.1#कर्ता,5.1	N2	उस	उस
4.1	सर्वं		सर्वं	सर्व{सर्वनाम;पुं;2;एक}/सर्व{सर्वनाम;नपुं;1;एक}/सर्व{सर्वनाम;नपुं;2;एक}	सर्व{सर्वनाम;नपुं;2;एक}	विशेषणम्,9.1	विशेषणम्,9.1#विशेषणम्,3.1#कर्म,5.1#कर्ता,5.1	N2	सब_	सब_
5.1	अशंसत्		अशंसत्	शन्स्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	शन्स्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,6.1;सकर्मक	-	KP	प्रशंसा_की	प्रशंसा_की
6.1	रामः		रामः	राम{पुं;1;एक}	राम{पुं;1;एक}	कर्ता,5.1	कर्ता,5.1	N1	राम_ने	राम_ने
7.1	महाबलः		महाबलः	महाबल{पुं;1;एक}	महाबल{पुं;1;एक}	विशेषणम्,6.1	विशेषणम्,6.1#कर्ता,5.1	N1	बहुत_मजबूत	बहुत_मजबूत
8.1	आदितः		आदितः	आदि{अव्य;तसिल्}/आदितः{अव्य}	आदि{अव्य;तसिल्}	हेतुः,5.1	हेतुः5,12.1#हेतुः5,5.1	NA	आदि_से	आदि_से
9.1	यथावृत्तं		यथावृत्तं	यथावृत्त{पुं;2;एक}/यथावृत्त{नपुं;1;एक}/यथावृत्त{नपुं;2;एक}	यथावृत्त{नपुं;2;एक}	कर्म,5.1	कर्म,5.1#कर्ता,5.1	N2	वास्तविक_तथ्य_की	वास्तविक_तथ्य_की
10.1	सीतायाः		सीतायाः	सीता{स्त्री;6;एक}/सीता{स्त्री;5;एक}	सीता{स्त्री;6;एक}	षष्ठीसम्बन्धः,9.1	हेतुः5,12.1#हेतुः5,5.1#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,7.1	N6	सीता_के	सीता_के
11.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	और	और
12.1	विशेषतः		विशेषतः	विशेषतः{अव्य}/वि_शिष्3{कर्तरि{लट्;प्र;द्वि;परस्मैपदी;चुरादिः}	विशेषतः{अव्य}	क्रियाविशेषणम्,5.1	क्रियाविशेषणम्,5.1	NA	विशेषतः	विशेषतः
13.1	.		.	-	-	-	-	FS	-	-

