index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	निजघान		निजघान	नि_हन्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}/नि_हन्1{कर्तरि{लिट्;उ;एक;परस्मैपदी;अदादिः}	नि_हन्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,7.1;सकर्मक	-	KP	समूल_नष्ट_किया	समूल_नष्ट_किया
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	च1	च1
3.1	तत्र		तत्र	तत्र{अव्य}	तत्र{अव्य}	देशाधिकरणम्,1.1	देशाधिकरणम्,1.1	NA	वहाँ	वहाँ
4.1	एनं		एनं	इदम्{सर्वनाम;पुं;2;एक}	इदम्{सर्वनाम;पुं;2;एक}	कर्म,1.1	कर्म,1.1	N2	इसको	इसको
5.1	शरेण		शरेण	शर{पुं;3;एक}/शर{नपुं;3;एक}	शर{पुं;3;एक}	करणम्,1.1	करणम्,1.1#हेतुः,1.1	N3	बाण_से	बाण_से
6.1	एकेन		एकेन	एक{संख्येयम्;पुं;3;एक}/एक{संख्येयम्;नपुं;3;एक}	एक{संख्येयम्;पुं;3;एक}	विशेषणम्,5.1	विशेषणम्,5.1#करणम्,1.1	N3	एक	एक
7.1	राघवः		राघवः	राघव{पुं;1;एक}	राघव{पुं;1;एक}	कर्ता,1.1	कर्ता,1.1	N1	रघुवंशी_ने	रघुवंशी_ने
8.1	.		.	-	-	-	-	FS	-	-

