index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	अगस्त्य-		अगस्त्य-वचनात्	अगस्त्य	अगस्त्य	षष्ठी-तत्पुरुष,1.2	षष्ठी-तत्पुरुष,1.2	CP	अगस्त्य-	अगस्त्य-
1.2	वचनात्		--	वचन{नपुं;5;एक}	वचन{नपुं;5;एक}	हेतुः,4.1	हेतुः5,4.1#अपादानम्,4.1	N5	वचन_से	वचन_से
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.2	सम्बन्धः,1.2	NA	च1	च1
3.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	ही	ही
4.1	जग्राह		जग्राह	ग्रह्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;क्र्यादिः}/ग्रह्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;क्र्यादिः}	ग्रह्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;क्र्यादिः}		-	KP	लिया	लिया
5.1	ऐन्द्रं		ऐन्द्रं	ऐन्द्र{पुं;2;एक}/ऐन्द्र{नपुं;1;एक}/ऐन्द्र{नपुं;2;एक}	ऐन्द्र{नपुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1#कर्म,4.1#कर्ता,4.1	N2	ऐन्द्र	ऐन्द्र
6.1	शरासनम्		शरासनम्	शरासन{नपुं;1;एक}/शरासन{नपुं;2;एक}	शरासन{नपुं;2;एक}	कर्म,4.1	कर्म,4.1#कर्ता,4.1	N2	धनुष_को	धनुष_को
7.1	.		.	-	-	-	-	FS	-	-

