index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,6.1	प्रतिषेधः,6.1	NA	नहीं	नहीं
2.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,1.1	सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1	NA	भी	भी
3.1	ज्वर-		ज्वर-कृतं	ज्वर	ज्वर	तृतीया-तत्पुरुष,3.2	तृतीया-तत्पुरुष,3.2	CP	ज्वर-	ज्वर-
3.2	कृतं		--	कृत्{पुं;2;एक}/कृत{पुं;2;एक(कृ2;क्त;स्वादिः)}/कृत{नपुं;1;एक(कृ2;क्त;स्वादिः)}/कृत{नपुं;2;एक(कृ2;क्त;स्वादिः)}/कृत{पुं;2;एक(कृ3;क्त;तनादिः)}/कृत{नपुं;1;एक(कृ3;क्त;तनादिः)}/कृत{नपुं;2;एक(कृ3;क्त;तनादिः)}	कृत{नपुं;1;एक(कृ2;क्त;स्वादिः)}	विशेषणम्,4.1	विशेषणम्,4.1#कर्ता_बे_वेर्ब्स्,6.1	N1	निर्मित	निर्मित
4.1	भयं		भयं	भय{नपुं;1;एक}/भय{नपुं;2;एक}	भय{नपुं;1;एक}	कर्ता,6.1	कर्ता_बे_वेर्ब्स्,6.1	N1	भय	भय
5.1	तथा		तथा	तथा{अव्य}	तथा{अव्य}	क्रियाविशेषणम्,6.1	सुप्_समुच्चितः,1.1#क्रियाविशेषणम्,6.1#क्रियाविशेषणम्,3.2	NA	और	और
6.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,4.1	-	KP	है	है
7.1	.		.	-	-	-	-	FS	-	-

