index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	एतत्		एतत्	एतद्{सर्वनाम;नपुं;1;एक}/एतद्{सर्वनाम;नपुं;2;एक}	एतद्{सर्वनाम;नपुं;2;एक}	विशेषणम्,2.1	विशेषणम्,5.1#विशेषणम्,3.1#विशेषणम्,2.1#कर्म,9.1#कर्म,4.1#कर्म,2.1#कर्ता,11.1	N2	इस	इस
2.1	आख्यानम्		आख्यानम्	आख्यान{नपुं;1;एक(आङ्_ख्या1;ल्युट्;अदादिः)}/आख्यान{नपुं;2;एक(आङ्_ख्या1;ल्युट्;अदादिः)}	आख्यान{नपुं;2;एक(आङ्_ख्या1;ल्युट्;अदादिः)}	कर्म,4.1	कर्म,9.1#कर्म,4.1#कर्ता,11.1	N2	कहने~को	कहने~को
3.1	आयुष्यं		आयुष्यं	आयुष्य{पुं;2;एक}/आयुष्य{नपुं;1;एक}/आयुष्य{नपुं;2;एक}	आयुष्य{नपुं;2;एक}	विशेषणम्,2.1	विशेषणम्,5.1#विशेषणम्,2.1#विशेषणम्,1.1#कर्म,9.1#कर्म,4.1#कर्म,2.1#कर्ता,11.1	N2	जीवन	जीवन
4.1	पठन्		पठन्	पठत्{पुं;1;एक(पठ्1;शतृ_लट्;भ्वादिः)}	पठत्{पुं;1;एक(पठ्1;शतृ_लट्;भ्वादिः)}	वर्तमानसमानकालः,11.1	वर्तमानसमानकालः,11.1#कर्ता,11.1	N1	पढता_हुआ	पढता_हुआ
5.1	रामायणं		रामायणं	रामायण{नपुं;1;एक}/रामायण{नपुं;2;एक}	रामायण{नपुं;2;एक}	विशेषणम्,2.1	विशेषणम्,2.1#कर्म,9.1#कर्म,4.1#कर्म,2.1#कर्ता,11.1	N2	रामायण	रामायण
6.1	नरः		नरः	नृ{पुं;1;बहु}/नर{पुं;1;एक}/नृ{पुं;8;बहु}	नृ{पुं;8;बहु}	सम्बोध्यः,11.1	सम्बोध्यः,11.1#कर्ता,11.1	N8	मनुष्य	मनुष्य
7.1	स-		सपुत्र-पौत्रः	स-	स-	बहुव्रीहि,7.3	बहुव्रीहि,7.3	CP	सपुत्र-	सपुत्र-
7.2	-पुत्र-		सपुत्र-पौत्रः	-पुत्र-	-पुत्र-	इतरेतर-स्वन्स्व,7.3	इतरेतर-स्वन्स्व,7.3	CP	सपुत्र-	सपुत्र-
7.3	पौत्रः		--	पौत्र{पुं;1;एक}	पौत्र{पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1#विशेषणम्,6.1#विशेषणम्,4.1#कर्ता,11.1	N1	पोता	पोता
8.1	सगणः		सगणः	सगण{पुं;1;एक}	सगण{पुं;1;एक}	कर्ता,11.1;कर्ता,9.1	कर्ता,11.1	N1	शिव	शिव
9.1	प्रेत्य		प्रेत्य	प्र_इ1{अव्य;ल्यप्;अदादिः}	प्र_इ1{अव्य;ल्यप्;अदादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1#क्रियाविशेषणम्,11.1	NA	मर_कर	मर_कर
10.1	स्वर्गे		स्वर्गे	स्वर्ग{पुं;7;एक}	स्वर्ग{पुं;7;एक}	अधिकरणम्,9.1	अधिकरणम्,11.1#अधिकरणम्,9.1#अधिकरणम्,4.1#अधिकरणम्,2.1	N7	स्वर्ग_में	स्वर्ग_में
11.1	महीयते		महीयते	मही{कर्तरि;लट्;प्र;एक;आत्मनेपदी;नामधतु}	मही{कर्तरि;लट्;प्र;एक;आत्मनेपदी;नामधतु}	अभिहित_कर्ता,8.1;सकर्मक	-	KP	महीता_है	महीता_है
12.1	.		.	-	-	-	-	FS	-	-

