index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	अभिषिच्य		अभिषिच्य	अभि_षिच्1{अव्य;ल्यप्;तुदादिः}	अभि_षिच्1{अव्य;ल्यप्;तुदादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1	NA	छिडक_कर	छिडक_कर
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	च1	च1
3.1	लङ्कायां		लङ्कायां	लङ्का{स्त्री;7;एक}	लङ्का{स्त्री;7;एक}	अधिकरणम्,1.1	अधिकरणम्,10.1	N7	लङ्का_में	लङ्का_में
4.1	राक्षस-		राक्षस-इन्द्रं	राक्षस	राक्षस	षष्ठी-तत्पुरुष,4.2	षष्ठी-तत्पुरुष,4.2	CP	राक्षस-	राक्षस-
4.2	इन्द्रं		--	इन्द्र{पुं;2;एक}/इन्द्र{नपुं;1;एक}/इन्द्र{नपुं;2;एक}	इन्द्र{पुं;2;एक}	विशेषणम्,5.1	कर्म,10.1#कर्ता,10.1#विशेषणम्,5.1	N2	इन्द्र	इन्द्र
5.1	विभीषणम्		विभीषणम्	विभीषण{पुं;2;एक}	विभीषण{पुं;2;एक}	कर्म,1.1	कर्म,10.1	N2	विभीषण	विभीषण
6.1	कृतकृत्यः		कृतकृत्यः	कृतकृत्य{पुं;1;एक}	कृतकृत्य{पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,9.1#विशेषणम्,8.1#कर्ता,10.1	N1	कृतकृत्य	कृतकृत्य
7.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,10.1	कालाधिकरणम्,10.1	NA	तब	तब
8.1	रामः		रामः	राम{पुं;1;एक}	राम{पुं;1;एक}	कर्ता,10.1;कर्ता,1.1	कर्ता,10.1	N1	राम_ने	राम_ने
9.1	विज्वरः		विज्वरः	विज्वर{पुं;1;एक}	विज्वर{पुं;1;एक}	विशेषणम्,8.1	विशेषणम्,8.1#विशेषणम्,6.1#कर्ता,10.1	N1	ज्वर_से_मुक्त	ज्वर_से_मुक्त
10.1	प्रमुमोद		प्रमुमोद	प्र_मुद्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	प्र_मुद्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.1;सकर्मक	-	KP	प्र_मुद्1या	प्र_मुद्1या
11.1	ह		ह	ह{अव्य}	ह{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	ह	ह
12.1	.		.	-	-	-	-	FS	-	-

