index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	इदं		इदं	इदम्{सर्वनाम;नपुं;1;एक}/इदम्{सर्वनाम;नपुं;2;एक}	इदम्{सर्वनाम;नपुं;2;एक}	विशेषणम्,10.1	विशेषणम्,10.1#विशेषणम्,7.1#विशेषणम्,4.1#विशेषणम्,3.1#विशेषणम्,2.1#कर्म,9.1#कर्ता,9.1	N2	इस	इस
2.1	पवित्रं		पवित्रं	पवित्र{पुं;2;एक}/पवित्र{नपुं;1;एक}/पवित्र{नपुं;2;एक}	पवित्र{नपुं;2;एक}	विशेषणम्,10.1	विशेषणम्,10.1#विशेषणम्,7.1#विशेषणम्,4.1#विशेषणम्,3.1#कर्म,9.1#कर्ता,9.1	N2	पवित्र	पवित्र
3.1	पापघ्नं		पापघ्नं	पापघ्न{पुं;2;एक}/पापघ्न{नपुं;1;एक}/पापघ्न{नपुं;2;एक}	पापघ्न{नपुं;2;एक}	विशेषणम्,10.1	विशेषणम्,10.1#विशेषणम्,7.1#विशेषणम्,4.1#कर्म,9.1#कर्ता,9.1	N2	पापघ्न	पापघ्न
4.1	पुण्यं		पुण्यं	पुण्य{नपुं;1;एक}/पुण्य{नपुं;2;एक}	पुण्य{नपुं;2;एक}	विशेषणम्,10.1	विशेषणम्,10.1#विशेषणम्,7.1#कर्म,9.1#कर्ता,9.1	N2	पुण्य	पुण्य
5.1	वेदैः		--	वेद{पुं;3;बहु}	वेद{पुं;3;बहु}	कर्ता,7.1	कर्ता,7.1#करणम्,9.1#हेतुः,7.1	N3	वेदों_से	वेदों_से
6.1	च		--	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	और	और
7.1	सम्मितम्		--	सम्मित{पुं;2;एक(सम्_मा1;क्त;अदादिः)}/सम्मित{नपुं;1;एक(सम्_मा1;क्त;अदादिः)}/सम्मित{नपुं;2;एक(सम्_मा1;क्त;अदादिः)}/सम्मित{पुं;2;एक(सम्_मि1;क्त;स्वादिः)}/सम्मित{नपुं;1;एक(सम्_मि1;क्त;स्वादिः)}/सम्मित{नपुं;2;एक(सम्_मि1;क्त;स्वादिः)}	सम्मित{नपुं;2;एक(सम्_मा1;क्त;अदादिः)}	विशेषणम्,10.1	विशेषणम्,10.1#कर्म,9.1#कर्ता,9.1	N2	मापा_हुए	मापा_हुए
8.1	यः		--	यद्{सर्वनाम;पुं;1;एक}	यद्{सर्वनाम;पुं;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	जो	जो
9.1	पठेत्		--	पठ्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	पठ्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.1;सकर्मक	-	KP	पढे	पढे
10.1	रामचरितं		--	रामचरित{नपुं;2;एक}	रामचरित{नपुं;2;एक}	कर्म,9.1	कर्म,9.1	N2	रामचरित_को	रामचरित_को
11.1	.		-	-	-	-	-	FS	-	-
