index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,3.1	कर्ता,3.1	N1	उसने	उसने
2.1	तेषां		तेषां	तद्{सर्वनाम;पुं;6;बहु}/तद्{सर्वनाम;नपुं;6;बहु}	तद्{सर्वनाम;पुं;6;बहु}	विशेषणम्,4.1	षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,1.1#विशेषणम्,4.1	N6	उन	उन
3.1	प्रतिशुश्राव		प्रतिशुश्राव	प्रति_श्रु1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}/प्रति_श्रु1{कर्तरि{लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	प्रति_श्रु1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,1.1;सकर्मक	-	KP	प्रति_श्रु1या	प्रति_श्रु1या
4.1	राक्षसानां		राक्षसानां	राक्षस{पुं;6;बहु}	राक्षस{पुं;6;बहु}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1	N6	राक्षसों_के	राक्षसों_के
5.1	वधम्		वधम्	वध{पुं;2;एक}	वध{पुं;2;एक}	कर्म,3.1	कर्म,3.1	N2	वध	वध
6.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,3.1	कालाधिकरणम्,3.1	NA	तब	तब
7.1	वने		वने	वनि{पुं;8;एक}/वन{नपुं;7;एक}	वन{नपुं;7;एक}	अधिकरणम्,3.1	अधिकरणम्,3.1#सम्बोध्यः,3.1	N7	वन_में	वन_में
8.1	.		.	-	-	-	-	FS	-	-

