index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	गते		गते	गति{स्त्री;8;एक}/गत{पुं;7;एक(गम्1;क्त;भ्वादिः)}/गत{नपुं;7;एक(गम्1;क्त;भ्वादिः)}	गत{पुं;7;एक(गम्1;क्त;भ्वादिः)}	विशेषणम्,3.1	विशेषणम्,3.1#सम्बोध्यः,10.1#सम्बोध्यः,4.1	N7	गये_हुए	गये_हुए
2.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	तो	तो
3.1	तस्मिन्		तस्मिन्	तद्{सर्वनाम;नपुं;7;एक}/तद्{सर्वनाम;पुं;7;एक}	तद्{सर्वनाम;पुं;7;एक}	अधिकरणम्,7.1	विशेषणम्,1.1#अधिकरणम्,10.1#अधिकरणम्,7.1#अधिकरणम्,4.1	N7	उसमें	उसमें
4.1	भरतः		भरतः	भृ1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;भ्वादिः}/भरत{पुं;1;एक}/भरत्{पुं;2;बहु}/भरत्{पुं;5;एक}/भरत्{पुं;6;एक}/भरत्{नपुं;5;एक}/भरत्{नपुं;6;एक}	भरत{पुं;1;एक}	कर्ता,10.1	षष्ठीसम्बन्धः,12.2#षष्ठीसम्बन्धः,11.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,3.1#हेतुः5,10.1#हेतुः5,7.1#अपादानम्,1.1#कर्म,10.1#कर्म,7.1#कर्ता,10.1	N6	भरत्_का	भरत्_का
5.1	वसिष्ठ-		वसिष्ठ-प्रमुखैः	वसिष्ठ	वसिष्ठ	षष्ठी-बहुव्रीहि,5.2	षष्ठी-बहुव्रीहि,5.2	CP	वसिष्ठ-	वसिष्ठ-
5.2	प्रमुखैः		--	प्रमुख{पुं;3;बहु}/प्रमुख{नपुं;3;बहु}	प्रमुख{पुं;3;बहु}	विशेषणम्,6.1	विशेषणम्,6.1#सहार्थः,7.1#करणम्,4.1#करणम्,1.1#हेतुः,10.1#हेतुः,7.1#हेतुः,4.1	N3	प्रमुख	प्रमुख
6.1	द्विजैः		द्विजैः	द्विज{पुं;3;बहु}/द्विज{नपुं;3;बहु}	द्विज{पुं;3;बहु}	सहार्थः,7.1	सहार्थः,7.1#करणम्,4.1#करणम्,1.1#हेतुः,10.1#हेतुः,7.1#हेतुः,4.1	N3	ब्राह्मणों_से	ब्राह्मणों_से
7.1	नियुज्यमानः		नियुज्यमानः	नियुज्यमान{पुं;1;एक(नि_युज्2;शानच्_लट्;कर्तरि;रुधादिः)}/नियुज्यमान{पुं;1;एक(नि_युज्1;शानच्_लट्;कर्तरि;दिवादिः)}	नियुज्यमान{पुं;1;एक(नि_युज्2;शानच्_लट्;कर्तरि;रुधादिः)}	विशेषणम्,4.1	विशेषणम्,12.2#विशेषणम्,4.1#वर्तमानसमानकालः,10.1#कर्ता,10.1	N1		
8.1	राज्याय		राज्याय	राज्य{नपुं;4;एक}	राज्य{नपुं;4;एक}	प्रयोजनम्,7.1	प्रयोजनम्1,10.1#प्रयोजनम्1,7.1#प्रयोजनम्1,4.1	N4	राज्य_को	राज्य_को
9.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,10.1	प्रतिषेधः,10.1	NA		
10.1	ऐच्छत्		ऐच्छत्	इष्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तुदादिः}	इष्2{कर्तरि;लङ्;प्र;एक;परस्मैपदी;तुदादिः}	अभिहित_कर्ता,12.2;सकर्मक	-	KP	इच्छा_नहीं_की	इच्छा_नहीं_की
11.1	राज्यं		राज्यं	राज्य{नपुं;1;एक}/राज्य{नपुं;2;एक}	राज्य{नपुं;2;एक}	कर्म,10.1	कर्म,10.1#कर्म,7.1#कर्म,4.1	N2	राज्य_की	राज्य_की
12.1	महा-		महा-बलः	महा}/महत्	महा	षष्ठी-बहुव्रीहि,12.2	षष्ठी-बहुव्रीहि,12.2	CP	महा-	महा-
12.2	बलः		--	बल{पुं;1;एक}	बल{पुं;1;एक}	कर्ता,10.1	विशेषणम्,7.1#विशेषणम्,4.1#कर्ता,10.1	N1	बल_ने	बल_ने
13.1	.		.	-	-	-	-	FS	-	-
