index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	नगराणि		नगराणि	नगर{नपुं;1;बहु}/नगर{नपुं;2;बहु}/नगर{नपुं;8;बहु}	नगर{नपुं;1;बहु}	कर्ता,6.1	सम्बोध्यः,4.3#कर्ता_बे_वेर्ब्स्,6.1#कर्ता,6.1	N1	नगर	नगर
2.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.1	सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1	NA	च2	च2
3.1	राष्ट्राणि		राष्ट्राणि	राष्ट्र{नपुं;1;बहु}/राष्ट्र{नपुं;2;बहु}/राष्ट्र{नपुं;8;बहु}	राष्ट्र{नपुं;1;बहु}	समुच्चितः,1.1	सम्बोध्यः,4.3#सुप्_समुच्चितः,1.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,6.1	N1	राष्ट्र	राष्ट्र
4.1	धन-		धन-धान्य-युतानि	धन	धन	इतरेतर-द्वन्द्व,4.2	इतरेतर-द्वन्द्व,4.2	CP	धन-	धन-
4.2	धान्य-		--	धान्य	धान्य	बहुव्रीहि,4.3	बहुव्रीहि,4.3	CP	धान्य-	धान्य-
4.3	युतानि		--	युत{नपुं;1;बहु(यु1;क्त;अदादिः)}/युत{नपुं;2;बहु(यु1;क्त;अदादिः)}/युत{नपुं;1;बहु(यु2;क्त;क्र्यादिः)}/युत{नपुं;2;बहु(यु2;क्त;क्र्यादिः)}/युत{नपुं;8;बहु}	युत{नपुं;1;बहु(यु1;क्त;अदादिः)}	विधेय_विशेषणम्,1.1	विशेषणम्,6.1#विशेषणम्,3.1#विशेषणम्,1.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,6.1#कर्ता,6.1	N1	मिला_हुए	मिला_हुए
5.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,4.3	सम्बन्धः,4.3	NA	च1	च1
6.1	सन्ति		सन्ति	अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः}/सत्{नपुं;8;बहु}/सत्{नपुं;1;बहु(अस्2;शतृ_लट्;अदादिः)}/सत्{नपुं;2;बहु(अस्2;शतृ_लट्;अदादिः)}	अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	विशेषणम्,4.3#विशेषणम्,3.1#विशेषणम्,1.1#सम्बोध्यः,4.3	KP	हैं	हैं
7.1	.		.	-	-	-	-	FS	-	-

