index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,5.1	विशेषणम्,3.3#सुप्_समुच्चितः,3.3#कर्ता_बे_वेर्ब्स्,5.1	N1	वह	वह
2.1	प्रतिभावान्		प्रतिभावान्	प्रतिभाव{पुं;2;बहु}/प्रतिभा{मतुप्;पुं;1;एक}	प्रतिभा{मतुप्;पुं;1;एक}	समुच्चितः,3.3	विधेय_विशेषणम्,1.1#विशेषणम्,3.3#सुप्_समुच्चितः,3.3#कर्ता_बे_वेर्ब्स्,5.1	N1	प्रतिभा_वाला	प्रतिभा_वाला
3.1	सर्व-		सर्व-लोक-प्रियः	सर्व	सर्व	कर्मधारय,3.2	कर्मधारय,3.2	CP	सर्व-	सर्व-
3.2	लोक-		--	लोक	लोक	षष्ठी-बहुव्रीहि,3.3	षष्ठी-बहुव्रीहि,3.3	CP	लोक-	लोक-
3.3	प्रियः		--	प्रिय{पुं;1;एक}	प्रिय{पुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.1#कर्ता_बे_वेर्ब्स्,5.1	N1	प्रिय	प्रिय
4.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.3	सुप्_समुच्चय_द्योतकः,3.3#सम्बन्धः,3.3	NA	च2	च2
5.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,1.1	-	KP	है	है
6.1	.		.	-	-	-	-	FS	-	-

