index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1#कार्य_द्योतकः,6.1	NA	वहाँ_से	वहाँ_से
2.1	अग्नि-		अग्नि-वचनात्	अग्नि	अग्नि	षष्ठी-तत्पुरुष,2.2	षष्ठी-तत्पुरुष,2.2	CP	अग्नि-	अग्नि-
2.2	वचनात्		--	वचन{नपुं;5;एक}	वचन{नपुं;5;एक}	हेतुः,4.1	हेतुः5,6.1#हेतुः5,5.1#हेतुः5,4.1	N5	वचन_से	वचन_से
3.1	सीतां		सीतां	सीता{स्त्री;2;एक}	सीता{स्त्री;2;एक}	कर्म,6.1	कर्म,6.1#कर्म,4.1	N2	सीता_को	सीता_को
4.1	ज्ञात्वा		ज्ञात्वा	ज्ञा1{अव्य;क्त्वा;क्र्यादिः}	ज्ञा1{अव्य;क्त्वा;क्र्यादिः}	पूर्वकालः,6.1	पूर्वकालः,6.1	NA	जान_कर	जान_कर
5.1	विगत-		विगत-कल्मषाम्	विगत(वि_गम्1;क्त;भ्वादिः)	विगत(वि_गम्1;क्त;भ्वादिः)	पञ्चमी-बहुव्रीहि,5.2	पञ्चमी-बहुव्रीहि,5.2	CP		
5.2	कल्मषाम्		--	कल्मषा{स्त्री;2;एक}	कल्मषा{स्त्री;2;एक}	कर्म,4.1	विशेषणम्,3.1#कर्म,6.1#कर्म,4.1	N2	कल्मषे_को	कल्मषे_को
6.1	अङ्गीचकार		अङ्गीचकार	अङ्गी_कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;क्र्यादिः}	अङ्गी_कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;क्र्यादिः}		-	KP	अङ्गी_कृ3या	अङ्गी_कृ3या
7.1	.		.	-	-	-	-	FS	-	-
