index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	प्रतिज्ञातः		प्रतिज्ञातः	प्रतिज्ञा{अव्य;तसिल्}/प्रतिज्ञात{पुं;1;एक}/प्रतिज्ञात{पुं;1;एक(प्रति_ज्ञा1;क्त;क्रयादिः)}	प्रतिज्ञात{पुं;1;एक(प्रति_ज्ञा1;क्त;क्रयादिः)}		-	N1	सहमत	सहमत
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1	NA	और	और
3.1	रामेण		रामेण	राम{पुं;3;एक}	राम{पुं;3;एक}	कर्ता,1.1	कर्ता,1.1#हेतुः,1.1	N3	राम_से	राम_से
4.1	वधः		वधः	वध{पुं;1;एक}	वध{पुं;1;एक}	कर्म,1.1	सुप्_समुच्चितः,1.1#कर्म,1.1	N1	वध	वध
5.1	संयति		संयति	संयत्{स्त्री;7;एक}	संयत्{स्त्री;7;एक}	अधिकरणम्,1.1	अधिकरणम्,1.1	N7	युद्ध_में	युद्ध_में
6.1	रक्षसाम्		रक्षसाम्	रक्षस्{नपुं;6;बहु}	रक्षस्{नपुं;6;बहु}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1	N6	राक्षसों_का	राक्षसों_का
7.1	सन्निधौ		सन्निधौ	सन्निधि{पुं;7;एक}	सन्निधि{पुं;7;एक}	अधिकरणम्,1.1	अधिकरणम्,1.1	N7	साथ_साथ_रखने_में	साथ_साथ_रखने_में
8.1	ऋषीणाम्		ऋषीणाम्	ऋषि{पुं;6;बहु}	ऋषि{पुं;6;बहु}	षष्ठीसम्बन्धः,7.1	षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1	N6	ऋषियों_के	ऋषियों_के
9.1	अग्नि-		अग्नि-कल्पानां	अग्नि	अग्नि	षष्ठी-बहुव्रीहि,9.2	षष्ठी-बहुव्रीहि,9.2	CP	अग्नि-	अग्नि-
9.2	कल्पानां		--	कल्प{पुं;6;बहु}/कल्प{नपुं;6;बहु}/कल्पा{स्त्री;6;बहु}	कल्प{पुं;6;बहु}	विशेषणम्,8.1	षष्ठीसम्बन्धः,10.3#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#विशेषणम्,6.1#विशेषणम्,10.3#विशेषणम्,8.1	N6	कल्प	कल्प
10.1	दण्डक-		दण्डक-अरण्य-वासिनाम्	दण्डक	दण्डक	कर्मधारय,10.2	कर्मधारय,10.2	CP	दण्डक-	दण्डक-
10.2	अरण्य-		--	अरण्य	अरण्य	षष्ठी-तत्पुरुष,10.3	षष्ठी-तत्पुरुष,10.3	CP	अरण्य-	अरण्य-
10.3	वासिनाम्		--	वासिन्{पुं;6;बहु}	वासिन्{पुं;6;बहु}	विशेषणम्,8.1	विशेषणम्,9.2#विशेषणम्,8.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,6.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.1	N6	वासिन्	वासिन्
11.1	.		.	-	-	-	-	FS	-	-

