index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	इक्ष्वाकु-		इक्ष्वाकु-वंश-प्रभवः	इक्ष्वाकु	इक्ष्वाकु	षष्ठी_तत्पुरुष,1.2	षष्ठी_तत्पुरुष,1.2	CP	इक्ष्वाकु-	इक्ष्वाकु-
1.2	वंश-		--	वंश	वंश	षष्ठी-बहुव्रीहि,1.3	षष्ठी-बहुव्रीहि,1.3	CP	वंश-	वंश-
1.3	प्रभवः		--	प्रभु{पुं;1;बहु}/प्रभव{पुं;1;एक}	प्रभव{पुं;1;एक}	विशेषणम्,2.1	विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,6.1	N1	मूल	मूल
2.1	रामः		रामः	राम{पुं;1;एक}	राम{पुं;1;एक}	अभेदः,3.1	कर्ता_बे_वेर्ब्स्,6.1	N1	राम	राम
3.1	नाम		नाम	नाम{अव्य}	नाम{अव्य}	कर्म,5.1	-	NA	नाम_1	नाम_1
4.1	जनैः		जनैः	जन{पुं;3;बहु}	जन{पुं;3;बहु}	कर्ता,5.1	कर्ता,5.1#हेतुः,6.1#हेतुः,5.1	N3	जनों_के_द्वारा	जनों_के_द्वारा
5.1	श्रुतः		श्रुतः	श्रुत{पुं;1;एक(श्रु1;क्त;भ्वादिः)}	श्रुत{पुं;1;एक(श्रु1;क्त;भ्वादिः)}	-	विधेय_विशेषणम्,2.1#विधेय_विशेषणम्,1.3#कर्ता_बे_वेर्ब्स्,6.1	N1	सुना_हुआ	सुना_हुआ
7.1	.		.	-	-	-	-	FS	-	-

