index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	तस्य		तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;पुं;6;एक}	विशेषणम्,2.1	विशेषणम्,4.1#विशेषणम्,2.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.1#भ्कर्ता,4.1	N6	उस	उस
2.1	रामस्य		रामस्य	राम{पुं;6;एक}	राम{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#भ्कर्ता,4.1	N6	राम_के	राम_के
3.1	वने		वने	वनि{पुं;8;एक}/वन{नपुं;7;एक}	वन{नपुं;7;एक}	अधिकरणम्,4.1	अधिकरणम्,11.1#अधिकरणम्,4.1#भ्कर्ता,4.1	N7	वन_में	वन_में
4.1	वसतः		वसतः	वस्1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;भ्वादिः}/वसत्{पुं;2;बहु(वस्1;शतृ_लट्;भ्वादिः)}/वसत्{पुं;5;एक(वस्1;शतृ_लट्;भ्वादिः)}/वसत्{पुं;6;एक(वस्1;शतृ_लट्;भ्वादिः)}/वसत्{नपुं;5;एक(वस्1;शतृ_लट्;भ्वादिः)}/वसत्{नपुं;6;एक(वस्1;शतृ_लट्;भ्वादिः)}	वसत्{पुं;6;एक(वस्1;शतृ_लट्;भ्वादिः)}	षष्ठीसम्बन्धः,5.1	विशेषणम्,1.1#षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,9.2#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#भावलक्षणसप्तमी_समानकालः,11.1#हेतुः5,11.1#विशेषणम्,2.1	N6	रहता_हुआ	रहता_हुआ
5.1	वनचरैः		वनचरैः	वनचर{पुं;3;बहु}/वनचर{नपुं;3;बहु}	वनचर{पुं;3;बहु}	सहार्थः,11.1	सहार्थः,11.1#सहार्थः,4.1#हेतुः,11.1	N3	वनचरों_का	वनचरों_का
6.1	सह		सह	सह{अव्य}	सह{अव्य}	सहार्थ_द्योतकः,5.1	सहार्थ_द्योतकः,5.1#क्रियाविशेषणम्,11.1	NA	साथ	साथ
7.1	सर्वे		सर्वे	सर्व{सर्वनाम;पुं;1;बहु}/सर्व{सर्वनाम;नपुं;1;द्वि}/सर्व{सर्वनाम;नपुं;2;द्वि}/सर्वा{सर्वनाम;स्त्री;1;द्वि}/सर्वा{सर्वनाम;स्त्री;2;द्वि}	सर्व{सर्वनाम;पुं;1;बहु}	विशेषणम्,8.1	विशेषणम्,8.1#कर्ता,11.1	N1	सब	सब
8.1	ऋषयः		ऋषयः	ऋषि{पुं;1;बहु}/ऋषि{पुं;8;बहु}	ऋषि{पुं;1;बहु}	कर्ता,11.1	कर्ता,11.1	N1	ऋषियों_ने	ऋषियों_ने
9.1	असुर-		--	असुर	असुर	इतरेतर-द्वन्द्व,9.2	इतरेतर-द्वन्द्व,9.2	CP	असुर-	असुर-
9.2	रक्षसाम्		--	रक्षस्{नपुं;6;बहु}/रक्षस्{पुं;6;बहु}	रक्षस्{नपुं;6;बहु}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1#षष्ठीसम्बन्धः,8.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1	N6	राक्षसों_के	राक्षसों_के
10.1	वधाय		--	वध{पुं;4;एक}	वध{पुं;4;एक}	प्रयोजनम्,11.1	प्रयोजनम्1,11.1	N4	वध_के_लिये	वध_के_लिये
11.1	अभ्यागमन्		--	अभि_आङ्_गम्1{कर्तरि;लुङ्;प्र;बहु;परस्मैपदी;भ्वादिः}	अभि_आङ्_गम्1{कर्तरि;लुङ्;प्र;बहु;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.1	-	KP	समीप_आये	समीप_आये
12.1	.		-	-	-	-	-	FS	-	-

