index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	गृध्रं		गृध्रं	गृध्र{पुं;2;एक}	गृध्र{पुं;2;एक}	कर्म,3.1	विशेषणम्,3.1#मुख्यकर्म,5.1#कर्म,11.1#कर्म,6.1#कर्म,4.1#कर्म,3.1	N2	लोभी	लोभी
2.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सुप्_समुच्चय_द्योतकः,1.1#सम्बन्धः,1.1	NA	च1	च1
3.1	निहतं		निहतं	नि_हन्1{कर्तरि;लोट्;म;द्वि;परस्मैपदी;अदादिः}/निहत{पुं;2;एक(नि_हन्1;क्त;अदादिः)}/निहत{नपुं;1;एक(नि_हन्1;क्त;अदादिः)}/निहत{नपुं;2;एक(नि_हन्1;क्त;अदादिः)}	निहत{पुं;2;एक(नि_हन्1;क्त;अदादिः)}	कर्म,4.1	मुख्यकर्म,5.1#कर्म,11.1#कर्म,6.1#कर्म,4.1#कर्ता,11.1#विशेषणम्,1.1	N2	समूल_नष्ट_किया_हुआ	समूल_नष्ट_किया_हुआ
4.1	दृष्ट्वा		दृष्ट्वा	दृश्1{अव्य;क्त्वा;भ्वादिः}	दृश्1{अव्य;क्त्वा;भ्वादिः}	समुच्चितः,6.1	सुप्_समुच्चितः,6.1#पूर्वकालः,11.1#पूर्वकालः,3.1	NA	देख_कर	देख_कर
5.1	हृतां		हृतां	हृता{स्त्री;2;एक(हृ1;क्त;भ्वादिः)}/हृता{स्त्री;2;एक(हृ2;क्त;जुहोत्यादिः)}	हृता{स्त्री;2;एक(हृ1;क्त;भ्वादिः)}	कर्म,6.1	विशेषणम्,8.1#कर्म,11.1#कर्म,6.1#कर्म,4.1#कर्म,3.1	N2	अपहरण_करने_वाला	अपहरण_करने_वाला
6.1	श्रुत्वा		श्रुत्वा	श्रु1{अव्य;क्त्वा;भ्वादिः}	श्रु1{अव्य;क्त्वा;भ्वादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1#पूर्वकालः,3.1	NA	सुन_कर	सुन_कर
7.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.1	सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1	NA	च2	च2
8.1	मैथिलीम्		मैथिलीम्	मैथिली{स्त्री;2;एक}	मैथिली{स्त्री;2;एक}	कर्म,5.1	सुप्_समुच्चितः,1.1#मुख्यकर्म,5.1#कर्म,11.1#कर्म,6.1#कर्म,4.1#कर्म,3.1	N2	सीता_को	सीता_को
9.1	राघवः		राघवः	राघव{पुं;1;एक}	राघव{पुं;1;एक}	कर्ता,11.1;कर्ता,6.1	कर्ता,11.1	N1	रघुवंशी_ने	रघुवंशी_ने
10.1	शोक-		शोक-संतप्तः	शोक	शोक	तृतीया-तत्पुरुष,10.2	तृतीया-तत्पुरुष,10.2	CP	शोक-	शोक-
10.2	संतप्तः		--	सन्तप्त{पुं;1;एक}	सन्तप्त{पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,12.2#विशेषणम्,9.1#कर्ता,11.1	N1	गर्म	गर्म
11.1	विललाप		विललाप	वि_लप्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/वि_लप्1{कर्तरि{लिट्;उ;एक;परस्मैपदी;भ्वादिः}	वि_लप्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,9.1;सकर्मक	-	KP	विलाप_किया	विलाप_किया
12.1	आकुल-		आकुल-इन्द्रियः	आकुल	आकुल	षष्ठी-बहुव्रीहि,12.2	षष्ठी-बहुव्रीहि,12.2	CP	आकुल-	आकुल-
12.2	इन्द्रियः		--	इन्द्रिय{पुं;1;एक}	इन्द्रिय{पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,10.2#विशेषणम्,9.1#कर्ता,11.1	N1	इन्द्रिय	इन्द्रिय
13.1	.		.	-	-	-	-	FS	-	-
