index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	विशेषणम्,4.1	विशेषणम्,6.1#विशेषणम्,4.1#कर्ता,2.1	N1	वह	वह
2.1	जगाम		जगाम	गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}/गम्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;भ्वादिः}	गम्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,4.1;सकर्मक	-	KP	गयी	गयी
3.1	वनं		वनं	वन{नपुं;1;एक}/वन{नपुं;2;एक}	वन{नपुं;2;एक}	कर्म,2.1	कर्म,6.1#कर्म,2.1#कर्ता,2.1	N2	वन_को	वन_को
4.1	वीरः		वीरः	वीर{पुं;1;एक}	वीर{पुं;1;एक}	कर्ता,2.1	विशेषणम्,6.1#विशेषणम्,1.1#कर्ता,2.1	N1	वीर	वीर
5.1	प्रतिज्ञाम्		प्रतिज्ञाम्	प्रतिज्ञा{स्त्री;2;एक}	प्रतिज्ञा{स्त्री;2;एक}	कर्म,6.1	कर्म,6.1#कर्म,2.1	N2	प्रतिज्ञा	प्रतिज्ञा
6.1	अनुपालयन्		अनुपालयन्	अनुपालयत्{पुं;1;एक(अनु_पाल्1;शतृ_लट्;चुरादिः)}	अनुपालयत्{पुं;1;एक(अनु_पाल्1;शतृ_लट्;चुरादिः)}	वर्तमानसमानकालः,2.1	वर्तमानसमानकालः,2.1#कर्ता,2.1	N1	अनु_पाल्1ता_हुआ	अनु_पाल्1ता_हुआ
7.1	पितुः		पितुः	पितृ{पुं;5;एक}/पितृ{पुं;6;एक}	पितृ{पुं;6;एक}	षष्ठीसम्बन्धः,8.2	षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#सुप्_समुच्चितः,10.2#हेतुः5,6.1#हेतुः5,2.1#अपादानम्,2.1	N6	पिता_के	पिता_के
8.1	वचन-		वचन-निर्देशात्	वचन	वचन	षष्ठी-तत्पुरुष,8.2	षष्ठी-तत्पुरुष,8.2	CP	वचन-	वचन-
8.2	निर्देशात्		--	निर्देश{पुं;5;एक}/निर्देश{नपुं;5;एक}	निर्देश{पुं;5;एक}	समुच्चितः,10.2	विशेषणम्,10.2#सुप्_समुच्चितः,10.2#हेतुः5,6.1#हेतुः5,2.1#अपादानम्,2.1#विशेषणम्,7.1	N5	निर्देश_से	निर्देश_से
9.1	कैकेय्याः		कैकेय्याः	कैकेयी{स्त्री;5;एक}/कैकेयी{स्त्री;6;एक}	कैकेयी{स्त्री;6;एक}	षष्ठीसम्बन्धः,10.2	षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,3.1#सुप्_समुच्चितः,10.2#हेतुः5,6.1#हेतुः5,2.1#अपादानम्,2.1	N6	कैकेयी_के	कैकेयी_के
10.1	प्रिय-		प्रिय-कारणात्	प्रिय	प्रिय	कर्मधारय,10.2	कर्मधारय,10.2	CP	प्रिय-	प्रिय-
10.2	कारणात्		--	कारण{नपुं;5;एक}/कारण{पुं;5;एक}	कारण{नपुं;5;एक}	हेतुः,6.1	विशेषणम्,8.2#विशेषणम्,7.1#हेतुः5,6.1#हेतुः5,2.1#अपादानम्,2.1	N5	कारण_से	कारण_से
11.1	च		--	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,10.2	सुप्_समुच्चय_द्योतकः,10.2#सम्बन्धः,10.2	NA	च2	च2
12.1	.		-	-	-	-	-	FS	-	-

