index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	रामेण		रामेण	राम{पुं;3;एक}	राम{पुं;3;एक}	कर्ता,2.1	कर्ता,2.1#हेतुः,9.1#हेतुः,2.1	N3	राम_के_द्वारा	राम_के_द्वारा
2.1	प्रीतः		प्रीतः	प्रीत{पुं;1;एक(प्री2;क्त;क्र्यादिः)}	प्रीत{पुं;1;एक(प्री2;क्त;क्र्यादिः)}	विशेषणम्,3.1	विशेषणम्,11.1#विशेषणम्,10.2#विशेषणम्,8.2#विशेषणम्,7.1#विशेषणम्,4.1#विशेषणम्,3.1#कर्ता,14.1	N1	प्रसन्न	प्रसन्न
3.1	वानरः		वानरः	वानर{पुं;1;एक}	वानर{पुं;1;एक}	समुच्चितः,4.1	विशेषणम्,4.1#सुप्_समुच्चितः,11.1#सुप्_समुच्चितः,4.1#कर्ता,14.1	N1	बन्दर	बन्दर
4.1	सुग्रीवः		सुग्रीवः	सुग्रीव{पुं;1;एक}	सुग्रीव{पुं;1;एक}	कर्ता,14.1;कर्ता,9.1	सुप्_समुच्चितः,11.1#कर्ता,14.1	N1	सुग्रीव_ने	सुग्रीव_ने
5.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1	NA	च2	च2
6.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	भी	भी
7.1	रामस्य		--	राम{पुं;6;एक}	राम{पुं;6;एक}	षष्ठीसम्बन्धः,8.2	षष्ठीसम्बन्धः,8.2#षष्ठीसम्बन्धः,3.1	N6	राम_के	राम_के
8.1	तत्-		--	तत्	तत्	समासः,8.2	समासः,8.2	CP	तत्-	तत्-
8.2	सर्वं		--	सर्व{सर्वनाम;पुं;2;एक}/सर्व{सर्वनाम;नपुं;1;एक}/सर्व{सर्वनाम;नपुं;2;एक}/सर्व{पुं;2;एक}/सर्व{नपुं;1;एक}/सर्व{नपुं;2;एक}	सर्व{नपुं;2;एक}	कर्म,9.1	विशेषणम्,11.1#सुप्_समुच्चितः,11.1#कर्म,14.1#कर्म,9.1#सुप्_समुच्चितः,4.1#कर्ता,14.1#विशेषणम्,10.2	N2	सब	सब
9.1	श्रुत्वा		--	श्रु1{अव्य;क्त्वा;भ्वादिः}	श्रु1{अव्य;क्त्वा;भ्वादिः}	पूर्वकालः,14.1	पूर्वकालः,14.1	NA	सुन_कर	सुन_कर
10.1	अग्नि-		--	अग्नि	अग्नि	षष्ठी-बहुव्रीहि,10.2	षष्ठी-बहुव्रीहि,10.2	CP	अग्नि-	अग्नि-
10.2	साक्षिकम्		--	साक्षिक{पुं;2;एक}	साक्षिक{पुं;2;एक}	समुच्चितः,11.1	सुप्_समुच्चितः,11.1#कर्म,14.1	N2	साक्षिक_को	साक्षिक_को
11.1	सख्यं		--	सखी{स्त्री;2;एक}/सख्य{नपुं;1;एक}/सख्य{नपुं;2;एक}	सख्य{नपुं;2;एक}	कर्म,14.1	कर्म,14.1#सुप्_समुच्चितः,4.1#कर्ता,14.1	N2	मित्रता_को	मित्रता_को
12.1	च		--	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,11.1	सुप्_समुच्चय_द्योतकः,11.1#सम्बन्धः,11.1	NA	च2	च2
13.1	एव		--	एव{अव्य}	एव{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	ही	ही
14.1	चकार		--	कृ2{कर्तरि;लिट्;प्र;एक;परस्मैपदी;स्वादिः}/कृ2{कर्तरि;लिट्;उ;एक;परस्मैपदी;स्वादिः}/कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;तनादिः}/कृ3{कर्तरि;लिट्;उ;एक;परस्मैपदी;तनादिः}/कॄ1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;तुदादिः}/कॄ1{कर्तरि;लिट्;उ;एक;परस्मैपदी;तुदादिः}	कृ3{कर्तरि;लिट्;प्र;एक;परस्मैपदी;तनादिः}	अभिहित_कर्ता,4.1;सकर्मक	-	KP	किया	किया
15.1	.		-	-	-	-	-	FS	-	-

